"order_id","material","material_description","amount","start","end"
"1287967","120.711.800.203","KW-LEITUNG!G1""-1"" 150LBS SCHED80S L140","3.000","11/27/2017","1/23/2018"
"1287969","123.604.887.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S LI","3.000","11/23/2017","1/22/2018"
"1287970","122.889.513.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S LI","3.000","11/24/2017","1/23/2018"
"1287971","123.605.385.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S LI","3.000","11/24/2017","1/25/2018"
"1287972","123.602.871.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S LI","3.000","11/23/2017","1/23/2018"
"1287976","123.607.948.200","DRUCKAUSGLEICHSLEITUNG!3K160 PSV LI","3.000","12/14/2017","1/25/2018"
"1287978","123.604.604.200","OELLEITUNG HAND!3K140/3K160","3.000","11/28/2017","1/25/2018"
"1288944","122.887.966.200","STELLZYLINDER F-D-A-SA-O-130","3.000","12/7/2017","1/8/2018"
"1290806","120.714.732.G94","WERKZEUGLISTE!2K250-1C_1","1.000","12/19/2017","1/12/2018"
"1290810","120.714.732.G77","LOSE TEILE!2K250-1C_1","2.000","1/4/2018","1/12/2018"
"1290821","120.714.732.G09","VERSCHLEISSTEILE!2K250-1C_1","2.000","12/19/2017","1/12/2018"
"1291255","123.610.508.001","GEHAEUSE HAELFTE!D194/117X24,1","8.000","12/12/2017","1/8/2018"
"1291616","122.231.345.001","DRUCKVENTILKOERPER!D129,5X80","8.000","11/16/2017","1/12/2018"
"1292538","122.848.442.200","SAUGLEITUNG!2D205","1.000","12/20/2017","1/16/2018"
"1292542","122.808.261.202","ANSCHLUSSTUECK!ZU OELHEIZUNG","1.000","12/20/2017","1/22/2018"
"1292612","122.842.963.001","DECKEL KO-ST-F-L!D231/155X12","10.000","12/19/2017","1/15/2018"
"1292712","122.340.267.201","EINSPRITZ-RUECKSCHLAGVENTIL!","2.000","1/9/2018","1/12/2018"
"1294453","106.074.913.200","FED FUEHRG RING!D136/103X14.5","2.000","12/18/2017","1/9/2018"
"1294755","122.234.877.003","AUSSENRING!D366/235X82","1.000","1/4/2018","1/11/2018"
"1282030","120.714.627.G08","ERSATZTEILE!4D250B-3W_1","1.000","12/22/2017","1/15/2018"
"1282031","120.714.627.G09","VERSCHLEISSTEILE!4D250B-3W_1","2.000","12/22/2017","1/15/2018"
"1283373","000.630.995.302","K-MANTEL!D690/654X250","8.000","11/17/2017","1/12/2018"
"1283382","106.010.181.003","K-MANTEL!D310X250","4.000","12/11/2017","1/4/2018"
"1283386","122.842.396.200","SCHUBSTANGE!4D375B","8.000","10/30/2017","1/15/2018"
"1284562","120.713.583.002","ZYLINDERSCHILD EN!148X105X1","1.000","12/15/2017","1/4/2018"
"1285047","120.714.626.G94","WERKZEUGLISTE!4D250B-3W_1","1.000","12/22/2017","1/15/2018"
"1285049","120.714.626.G77","LOSE TEILE!4D250B-3W_1","2.000","12/22/2017","1/15/2018"
"1287413","123.615.609.200","ZYL-BLOCK VORMONTAGE!4K165-2N_1","1.000","12/15/2017","2/1/2018"
"1287416","120.714.793.200","ZYL-BLOCK VORMONTAGE!4K165-2N_1","1.000","12/15/2017","3/16/2018"
"1287663","122.887.744.001","ZYLINDER!1455X822X600(CLASS)","1.000","11/6/2017","1/16/2018"
"1287918","123.610.932.200","HAUPTLAGER!320X144X319","6.000","11/8/2017","1/12/2018"
"1288931","106.034.807.200.2","ZAHNRADOELPUMPE!3K160","3.000","12/8/2017","1/8/2018"
"1288942","122.888.005.200","STELLZYLINDER F-D-A-SA-O-155-Z","3.000","12/19/2017","1/12/2018"
"1289082","120.714.818.200","KOMPRESSOR!3K160-2M_1","1.000","12/14/2017","1/22/2018"
"1289388","122.855.399.200","KAMMERRING NR.3!D210/96,5X30","12.000","12/8/2017","1/11/2018"
"1289717","122.855.405.200","KAMMERRING NR.2.1!D210/96,5X30","12.000","11/28/2017","1/9/2018"
"1290912","106.010.727.002","DRUCKRING!D259/238X13,5","14.000","12/13/2017","1/15/2018"
"1291029","123.615.443.001","KOLBENMANTEL!D385/301X667","1.000","12/7/2017","1/15/2018"
"1291232","000.630.177.601","K-MANTEL!D420/380X180","1.000","12/11/2017","1/11/2018"
"1291233","000.630.296.272","K-MANTEL!D526,9/485X180 UM","1.000","12/19/2017","1/15/2018"
"1291375","123.615.656.001","VENTILDECKEL!D420X54","24.000","12/18/2017","1/12/2018"
"1291417","123.615.640.001","VENTILDECKEL SAUG!D420/50X54","8.000","12/18/2017","1/9/2018"
"1291434","122.240.170.001","K-BODEN!O D375X65","2.000","12/19/2017","1/10/2018"
"1291489","123.604.195.001","KOLBENSTANGE WCCO!D55X867,5","2.000","11/3/2017","1/11/2018"
"1291551","122.875.665.001","KAMMERRING TYP2100!D240/117X32","6.000","12/14/2017","1/12/2018"
"1291554","122.875.667.001","KAMMERRING TYP2200!D240/117X32","6.000","12/14/2017","1/15/2018"
"1292537","120.714.860.200","LECKGASANSCHLUSS!G1"" 150LBS SCHED80S","1.000","12/20/2017","1/24/2018"
"1293540","123.609.961.200","UMBAUKIT DV 241-16-BC","2.000","12/20/2017","1/11/2018"
"1293817","123.617.298.200","UMBAUKIT DV 308-8-BC","4.000","1/5/2018","1/15/2018"
"1294454","106.074.914.001","FED FUEHRG RING!D136/103X14,5","2.000","12/15/2017","1/5/2018"
"1294822","000.630.222.401","K-BODEN!O D315X75","1.000","12/21/2017","1/11/2018"
"1294986","122.842.762.200","STELLZYLINDER-ABPRESSEN","20.000","12/22/2017","1/12/2018"
"1295081","120.713.583.002","ZYLINDERSCHILD EN!148X105X1","2.000","12/21/2017","1/3/2018"
"1279240","122.806.189.001","OELFANG!745X565X68","1.000","11/10/2017","1/12/2018"
"1280553","120.709.056.201","ZYLINDER FUER SPEDITION!C3QC-2.35","1.000","1/9/2018","1/15/2018"
"1282777","123.614.660.200","ZYL-BLOCK ABPRESSEN CSS!4D300-3A","1.000","12/19/2017","1/17/2018"
"1282876","120.714.626.199","KOMPRESSOR!4D250B-3W_1","1.000","12/1/2017","6/19/2018"
"1286890","122.842.881.001","LATERNE SV-277!D289/206X269","1.000","12/12/2017","1/11/2018"
"1286891","122.842.882.001","LATERNE DV-277!D289/206X291","1.000","12/12/2017","1/11/2018"
"1287023","123.606.390.001","GESTELL!908X1120X1320 (CLASS)","2.000","11/22/2017","2/15/2018"
"1287936","122.804.032.200","OELABLAUF VON FUEHRUNGSLAGER!3K140/3K160","3.000","12/8/2017","1/11/2018"
"1288476","123.616.115.200","ZYL-BLOCK ABPRESSEN!6D375B-3C_1","1.000","12/1/2017","1/11/2018"
"1288485","123.616.032.200","ZYL-BLOCK ABPRESSEN!6D375B-3C_1","1.000","12/8/2017","1/16/2018"
"1288647","122.888.418.200","STELLZYLINDER F-E-A-AA-O-255","4.000","12/15/2017","1/12/2018"
"1288652","122.855.178.002","LATERNE DV-241!D253/173X260","8.000","12/15/2017","1/10/2018"
"1288655","122.887.674.200","STELLZYLINDER F-E-A-AA-O-180","4.000","12/21/2017","1/15/2018"
"1288706","123.616.044.200","STELLZYLINDER F-E-A-AA-O-350-Z","2.000","12/21/2017","1/11/2018"
"1288712","122.855.270.001","LATERNE SV-218!D230/143X325","4.000","11/24/2017","1/11/2018"
"1288714","122.846.652.001","K-MANTEL!D480/444X250","2.000","12/19/2017","1/9/2018"
"1288834","120.713.583.002","ZYLINDERSCHILD EN!148X105X1","4.000","12/15/2017","1/4/2018"
"1288948","122.888.035.200","STELLZYLINDER F-D-A-SA-O-165-T","6.000","12/11/2017","1/5/2018"
"1289599","122.846.572.001","K-BODEN!U D250/78X125","2.000","12/20/2017","1/15/2018"
"1289678","122.846.646.001","K-BODEN!O D460/78X125","2.000","12/15/2017","1/8/2018"
"1289680","122.846.647.001","K-BODEN!U D460/78X125","2.000","12/15/2017","1/8/2018"
"1290988","120.712.684.200","FILTERSCHRAUBE!SW60X35","26.000","1/9/2018","1/25/2018"
"1291530","122.700.105.001","AUSSENRING!D366/225X53","12.000","1/8/2018","1/15/2018"
"1292072","123.606.390.001","GESTELL!908X1120X1320 (CLASS)","2.000","11/17/2017","2/15/2018"
"1292500","122.841.442.001","DECKEL AEND!D127X17,5/G1""","1.000","12/8/2017","1/3/2018"
"1292571","000.630.915.801","K-MANTEL!D625/589X215","1.000","12/19/2017","1/17/2018"
"1293628","122.126.882.001","VENTILKOPF!520X245X147","1.000","12/1/2017","1/15/2018"
"1295408","106.031.109.001","SPIRALE! 10X1,5X5500","1.000","1/5/2018","1/16/2018"
"1295475","120.710.210.202","ROHRANSCHLUSS BF!G1""-1"" 150LBS SCHED80S","2.000","1/8/2018","1/22/2018"
"1282457","123.601.014.001","ZYLINDERDECKEL!D705X275","1.000","11/9/2017","1/8/2018"
"1283968","122.600.131.001","AUSSENRING!D341/235X82","2.000","1/8/2018","1/12/2018"
"1285919","120.712.712.001","K-BODEN!O D325X75","14.000","12/15/2017","1/12/2018"
"1286851","120.705.636.001","KOLBENSTANGE WCCO!D40X920","2.000","11/1/2017","1/12/2018"
"1287229","120.714.732.200","KOMPRESSOR MIT ROHRL.!2K250-1C_1","1.000","11/30/2017","2/5/2018"
"1287537","122.875.454.001","VENTILDECKEL ABH. TE!277-8-16","8.000","10/26/2017","1/11/2018"
"1287906","122.888.005.200","STELLZYLINDER F-D-A-SA-O-155-Z","3.000","12/12/2017","1/9/2018"
"1287907","122.887.966.200","STELLZYLINDER F-D-A-SA-O-130","3.000","12/12/2017","1/12/2018"
"1288940","000.600.258.783","STEUERAPPARAT!100/50%","3.000","12/15/2017","1/15/2018"
"1289376","122.856.030.200","KAMMERRING NR.5!D210/96,5X30","24.000","12/4/2017","1/11/2018"
"1290315","000.630.862.487","ABSTREIFELEMENT LW200!D132/120X15","50.000","11/17/2017","1/10/2018"
"1291228","123.614.537.001","K-BODEN!U D710/95X125","4.000","12/18/2017","1/12/2018"
"1291422","122.132.328.001","SAUGVENTILKOERPER!D184,5X70","2.000","11/16/2017","1/15/2018"
"1291436","122.240.171.001","K-BODEN!U D375X62","2.000","12/18/2017","1/10/2018"
"1293057","000.600.511.901","DRUCKRING!D102/92X10","20.000","12/7/2017","1/4/2018"
"1293328","122.132.328.001","SAUGVENTILKOERPER!D184,5X70","2.000","12/1/2017","1/11/2018"
"1293397","123.617.011.201","DICHTRING KOMPLETT!D146","4.000","1/5/2018","1/11/2018"
"1293398","123.617.011.203","DICHTRING KOMPLETT!D146","4.000","1/8/2018","1/11/2018"
"1293400","123.617.015.202","DICHTRING KOMPLETT!D104","6.000","1/4/2018","1/11/2018"
"1293404","123.617.015.201","DICHTRING KOMPLETT!D104","6.000","1/9/2018","1/11/2018"
"1293405","123.617.015.203","DICHTRING KOMPLETT!D104","6.000","1/4/2018","1/11/2018"
"1293456","123.615.359.001","KOLBENSTANGE WCCO!D75X1007 (CLASS)","1.000","11/29/2017","1/15/2018"
"1293712","123.617.015.202","DICHTRING KOMPLETT!D104","9.000","1/31/2018","2/1/2018"
"1293807","122.600.130.001","AUSSENRING!D341/235X53","7.000","1/9/2018","1/16/2018"
"1294227","120.702.037.001","AUSSENRING!D341/245X97","2.000","1/8/2018","1/16/2018"
"1294654","123.617.419.001","LATERNE SV-135!D150X175,3","2.000","1/4/2018","1/8/2018"
"1294655","123.617.378.001","LATERNE DV-135!D150/80X189,3","2.000","1/4/2018","1/8/2018"
"1294656","123.617.430.001","LATERNE SV-122!D150/80X164","2.000","1/4/2018","1/8/2018"
"1294657","123.617.418.001","LATERNE DV-122!D150/80X176","2.000","1/4/2018","1/8/2018"
"1294658","123.617.367.001","VENTILDECKEL!D285X120","4.000","1/10/2018","1/15/2018"
"1294661","123.617.369.001","VENTILDECKEL!D285X120","4.000","1/10/2018","1/15/2018"
"1295374","122.328.520.005","VENTILKOPFDICHTUNG D=260 MM!620X370X1","2.000","1/8/2018","1/11/2018"
"1295401","122.499.313.001","INNENRING!D201/89,5X53","2.000","1/10/2018","1/16/2018"
"1295549","123.606.847.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S","1.000","1/8/2018","1/22/2018"
"1295657","123.612.906.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S","2.000","1/8/2018","1/22/2018"
"R001896","123.602.045.200.R","KK-RAHMEN-UNTERTEIL!1270X660X115","3.000","10/18/2017","1/17/2018"
"1285283","122.857.606.001","KOLBENSTANGE!D120X981","1.000","9/14/2017","1/10/2018"
"1286483","123.615.676.001","ZYL-DECKEL!D895X310","4.000","11/9/2017","1/16/2018"
"1286490","123.615.803.001","ZYLINDER!955X1200X1100","2.000","11/21/2017","1/16/2018"
"1287161","123.604.039.001","KOLBENSTANGE WCCO!D120X2006 (CLASS)","5.000","11/1/2017","1/18/2018"
"1287674","122.887.798.002","ZYLINDERDECKEL!D855X280 (ABS,KR)","2.000","11/22/2017","1/12/2018"
"1288646","122.855.361.001","LATERNE DV-323!D337/256X335","8.000","12/6/2017","1/11/2018"
"1289276","122.852.227.200","STELLZYLINDER-ABPRESSEN DK-M","14.000","12/22/2017","1/16/2018"
"1289600","122.846.570.001","K-BODEN!O D250/78X125","2.000","12/20/2017","1/15/2018"
"1290697","000.600.510.201","MUTTER!M98X2","15.000","12/15/2017","1/3/2018"
"1290698","122.848.036.007","ZYL-DECKEL!D840X347","2.000","12/7/2017","1/17/2018"
"1291227","106.105.168.002","K-MANTEL!D205/177X115","2.000","12/19/2017","1/16/2018"
"1291229","123.614.535.001","K-BODEN!O D710/95X125","4.000","12/18/2017","1/12/2018"
"1291416","122.886.775.001","VENTILDECKEL!D420X54","8.000","12/18/2017","1/8/2018"
"1293174","123.606.184.001","K-MANTEL!D690/654X180","2.000","12/18/2017","1/8/2018"
"1294012","120.707.965.002","KOLBENSTANGENMUTTER!D70X65","1.000","12/18/2017","1/11/2018"
"1294269","122.852.227.200","STELLZYLINDER-ABPRESSEN DK-M","16.000","12/20/2017","1/16/2018"
"1294753","120.709.771.002","INNENRING!D236/114X53","1.000","1/10/2018","1/15/2018"
"1294770","120.709.769.001","AUSSENRING!D366/235X53","1.000","1/4/2018","1/16/2018"
"1295046","120.714.893.001","SPEZIALBUECHSE!D75/45X30","2.000","12/21/2017","1/4/2018"
"A1284831A","NCR","NON COMFORMITY REPORT","1.000","1/12/2018","1/22/2018"
"A138921A","NCR","NON COMFORMITY REPORT","1.000","12/7/2017","1/11/2018"
"1281895","122.852.032.001","KK-KOERPER BS 3T D250!297X175X145","4.000","12/19/2017","1/18/2018"
"1282307","122.000.001.925","ZYL/PLUNGER/KEGEL CH1 D5!D38X53","25.000","1/4/2018","1/16/2018"
"1283812","123.615.128.200","ZYLINDER ABPRESSEN!GEB 390E_01","1.000","12/19/2017","1/19/2018"
"1284825","123.603.759.001","ZYL-BLOCK!1094X794X978(CLASS)","1.000","1/8/2018","1/22/2018"
"1285900","122.000.025.755","ZWISCHENKREUZKOPF!D170X1230","4.000","10/26/2017","1/3/2018"
"1286398","122.142.951.201","DISTANZRING 1!D340/131,5X51","2.000","12/6/2017","1/16/2018"
"1286399","122.142.952.201","KAMMERRING 2!D340/131,5X51","2.000","12/6/2017","1/16/2018"
"1286400","122.142.953.201","KAMMERRING 3!D340/131,5X51","2.000","12/6/2017","1/16/2018"
"1286401","122.142.954.201","KAMMERRING 4!D340/131,5X51","2.000","12/6/2017","1/16/2018"
"1286402","122.142.955.201","KAMMERRING 5!D340/131,5X51","2.000","12/6/2017","1/16/2018"
"1286403","122.142.956.201","KAMMERRING 6!D340/131,5X51","2.000","12/6/2017","1/16/2018"
"1286405","122.142.958.201","KAMMERRING 8!D340/131,5X51","2.000","12/6/2017","1/16/2018"
"1286534","122.867.495.001","KK-SCHUH BA!D420/366X320","12.000","11/14/2017","1/15/2018"
"1286546","123.615.774.001","ZYLINDERDECKEL!D895X310","2.000","11/29/2017","1/17/2018"
"1287292","122.237.975.200","FUEHRUNGSRING NR.7!D270/70,5X60","1.000","11/24/2017","1/17/2018"
"1287329","122.237.972.200","KAMMERRING NR.5!D270/70,5X48","1.000","11/23/2017","1/18/2018"
"1287330","122.237.974.200","KAMMERRING NR.6!D270/70,5X48","1.000","11/23/2017","1/18/2018"
"1287331","122.237.968.200","KAMMERRING NR.3!D270/70,5X48","1.000","11/23/2017","1/18/2018"
"1287332","122.237.970.200","KAMMERRING NR.4!D270/70,5X48","1.000","11/23/2017","1/18/2018"
"1287559","123.603.759.001","ZYL-BLOCK!1094X794X978(CLASS)","2.000","12/7/2017","1/10/2018"
"1287929","106.109.289.205","SCHUBSTANGE!2K160 L=450 (CLASS)","9.000","12/5/2017","1/18/2018"
"1288063","120.705.636.001","KOLBENSTANGE WCCO!D40X920","2.000","10/30/2017","1/8/2018"
"1288943","122.888.005.200","STELLZYLINDER F-D-A-SA-O-155-Z","3.000","12/7/2017","1/9/2018"
"1289038","123.615.613.001","LATERNE DV-202!D214/142X225,5","5.000","12/8/2017","1/11/2018"
"1289375","122.855.400.001","KAMMERRING NR.4!D210/96,5X30","24.000","12/1/2017","1/17/2018"
"1289730","122.846.770.202","KS-F-LAGER!D120","6.000","1/5/2018","1/12/2018"
"1290321","106.071.970.001","K-MANTEL!D425/389X215","1.000","12/20/2017","1/9/2018"
"1290469","123.606.733.001","KAMMERRING NR.4!D130/62X26","4.000","12/14/2017","1/11/2018"
"1290470","123.608.047.001","KAMMERRING NR.5!D130/62X26","4.000","12/14/2017","1/3/2018"
"1290471","123.608.043.001","KAMMERRING NR.1!D130/62X22","2.000","12/14/2017","1/3/2018"
"1290473","123.606.729.001","GRUNDRING!D130/62X15","2.000","12/15/2017","1/11/2018"
"1290693","123.603.759.001","ZYL-BLOCK!1094X794X978(CLASS)","2.000","12/11/2017","1/16/2018"
"1290813","122.840.612.002","K-MANTEL!D290/260X180","2.000","12/20/2017","1/11/2018"
"1291225","000.630.245.081","ABSTREIFELEMENT LW200!D63/55X12","20.000","11/23/2017","1/9/2018"
"1291552","122.889.615.200","KAMMERRING TYP2 GELOETET!D241/116X34,5","24.000","12/14/2017","1/17/2018"
"1291557","122.887.026.001","KAMMERRING TYP3101!D240/117X32","4.000","12/15/2017","1/15/2018"
"1292995","122.700.191.200","DISTANZRING NR1!D340/145,5X51","1.000","12/6/2017","1/17/2018"
"1292996","122.700.194.200","KAMMERRING NR.4!D340/145,5X51","1.000","12/6/2017","1/17/2018"
"1293073","122.499.152.001","AUSSENRING!D341/200X53","20.000","1/12/2018","1/19/2018"
"1293329","122.858.562.200","STELLZYLINDER M-E-A-SA-O-138","2.000","12/18/2017","1/4/2018"
"1293483","106.033.799.001","MUTTER!SPEZ D63,35X140","20.000","12/8/2017","1/18/2018"
"1293677","123.607.787.001","GRUNDBUECHSE!D120/65X88","2.000","12/7/2017","1/18/2018"
"1293753","122.857.358.200","STELLZYLINDER F-E-B-NA-O-265","2.000","1/12/2018","1/18/2018"
"1293754","122.857.938.200","STELLZYLINDER F-E-A-SA-O-240","4.000","1/12/2018","1/18/2018"
"1293756","122.857.972.200","STELLZYLINDER F-E-A-SA-O-260","2.000","1/12/2018","1/19/2018"
"1294646","123.616.830.001","KOLBEN!D276/31X79","1.000","1/3/2018","1/17/2018"
"1294647","123.616.831.001","KOLBEN!D196/31X79","1.000","1/3/2018","1/17/2018"
"1295632","122.000.004.994.T","ZYL/PLUNGER/KEGEL C1 D5 CSS!D30X54","1.000","1/15/2018","1/17/2018"
"A1281754D","NCR","NON COMFORMITY REPORT","1.000","12/18/2017","2/21/2018"
"A133913A","ABM","ABWEICHUNGSMELDUNG","37.000","9/20/2016","1/29/2018"
"1274800","122.874.990.002","ZYL-DECKEL!D460X233 (NKK)","3.000","12/20/2017","1/22/2018"
"1283592","123.615.300.200","KURBELTRIEB!4BE H315 KK3T Z1541 DK","1.000","11/28/2017","2/7/2018"
"1283681","120.707.670.200","DISTANZRING NR.1!D340/149,5X51","1.000","12/6/2017","1/15/2018"
"1283683","120.707.671.200","KAMMERRING NR.2!D340/149,5X51","1.000","12/6/2017","1/15/2018"
"1283684","120.707.672.200","KAMMERRING NR.3!D340/149,5X51","1.000","12/6/2017","1/15/2018"
"1283685","120.707.673.200","KAMMERRING NR.4!D340/149,5X51","1.000","12/6/2017","1/15/2018"
"1283686","120.707.674.200","KAMMERRING NR.5!D340/149,5X51","1.000","12/6/2017","1/15/2018"
"1283687","120.707.676.200","KAMMERRING NR.6!D340/149,5X51","1.000","12/6/2017","1/15/2018"
"1283689","120.707.677.200","KAMMERRING NR.8!D340/149,5X51","1.000","12/13/2017","1/18/2018"
"1283691","122.855.454.200","KERNSTUECK!D390/218X340","1.000","10/6/2017","1/11/2018"
"1286521","122.874.896.001","DISTANZSTUECK!1175X640X650","4.000","11/22/2017","1/4/2018"
"1286522","122.874.896.001","DISTANZSTUECK!1175X640X650","4.000","9/13/2017","1/4/2018"
"1287004","122.844.801.001","KOLBENSTANGE WCCO!D100X1528","2.000","9/8/2017","1/8/2018"
"1287230","120.714.732.200","KOMPRESSOR MIT ROHRL.!2K250-1C_1","1.000","1/4/2018","2/2/2018"
"1287266","120.714.732.199","KOMPRESSOR!2K250-1C_1","1.000","11/15/2017","2/2/2018"
"1287665","122.864.194.001","ZYL-BLOCK!960X600X1059 (CLASS)","1.000","11/16/2017","1/10/2018"
"1287821","122.842.336.002","LATERNE SV-181/202!D214/145X140","11.000","12/18/2017","1/17/2018"
"1290364","000.630.165.561","ANTRIEB!2D205/4D225B","1.000","1/8/2018","1/17/2018"
"1290424","122.870.733.001","KAMMERRING TYP2200!D266/137X37","1.000","1/3/2018","1/11/2018"
"1290430","122.870.739.001","KAMMERRING TYP1000!D266/137X37","2.000","12/21/2017","1/11/2018"
"1290508","120.740.021.001","DRUCKVENTILSITZ!D145X35","20.000","12/18/2017","1/17/2018"
"1291529","122.700.104.001","INNENRING!D226/104X53","10.000","1/4/2018","1/16/2018"
"1291555","122.875.797.001","KAMMERRING TYP3200!D240/117X32","6.000","12/19/2017","1/12/2018"
"1291806","000.600.512.303","DRUCKRING!D152/138X11","64.000","12/13/2017","1/19/2018"
"1291962","122.856.029.001","GRUNDBUECHSE!D210/96,5X90","6.000","1/3/2018","1/19/2018"
"1292582","123.604.622.200","AUFHAENGEVORRICHTUNG!","1.000","12/22/2017","1/16/2018"
"1292716","122.889.611.200","KAMMERRING TYP2 GELOETET!D267/136X39,5","12.000","12/14/2017","1/15/2018"
"1292726","122.875.957.001","ZWISCHENRING!D266/137X10","6.000","12/12/2017","1/19/2018"
"1292730","123.616.658.001","LATERNE SV-277!D289/206X295","8.000","12/12/2017","1/15/2018"
"1293244","000.630.222.621","K-BODEN!U D135/48X75","1.000","12/11/2017","1/9/2018"
"1293331","122.858.570.200","STELLZYLINDER M-E-A-SA-O-233","1.000","1/12/2018","1/19/2018"
"1293392","123.617.011.202","DICHTRING KOMPLETT!D146","4.000","1/8/2018","1/17/2018"
"1293635","122.127.595.002","VENTILKOPFDICHTUNG D=208 MM!520X245X1","1.000","1/15/2018","1/17/2018"
"1293751","122.857.309.200","STELLZYLINDER F-E-B-SA-O-145","4.000","1/15/2018","1/19/2018"
"1293755","122.857.971.200","STELLZYLINDER F-E-B-NA-O-395","2.000","1/12/2018","1/18/2018"
"1293816","123.615.341.200","SCHUBSTANGE-KREUZKOPF 3T!BE_01","1.000","12/12/2017","1/17/2018"
"1293921","122.809.045.002","FLANSCH!132X132X18","10.000","1/9/2018","1/15/2018"
"1294380","122.231.345.001","DRUCKVENTILKOERPER!D129,5X80","2.000","12/19/2017","1/17/2018"
"1294771","122.876.257.200","STELLZYLINDER M-E-B-SA-O-103","2.000","1/4/2018","1/17/2018"
"1294989","000.630.553.401","VENTILSITZ!D105,5/75X72","1.000","1/4/2018","1/18/2018"
"1295355","106.074.075.001","DECKEL KO-ST-F-L!D155/78X14","4.000","1/16/2018","1/18/2018"
"1295941","120.708.384.001","INNENRING!D246/111X58","4.000","1/15/2018","1/19/2018"
"A137256A","ABM","ABWEICHUNGSMELDUNG","1.000","11/20/2017","1/23/2018"
"1252799","123.603.455.001","ZYL-BLOCK!1270X930X960 (CLASS)","4.000","9/28/2017","1/10/2018"
"1294072","122.851.565.001","LATERNE DV-181!D193/122X167","1.000","12/12/2017","1/11/2018"
"1277807","122.843.898.201","GRUNDPLATTE!4D300B","1.000","9/21/2017","1/23/2018"
"1282873","120.713.583.002","ZYLINDERSCHILD EN!148X105X1","4.000","1/8/2018","1/19/2018"
"1283568","122.235.242.001","GEHAEUSE!D220/157X49","3.000","1/4/2018","1/19/2018"
"1283569","122.235.244.001","ZWISCHENRING!D220/152X38","3.000","1/4/2018","1/22/2018"
"1284030","123.614.761.200","ZYL-BLOCK ABPRESSEN!2DL250B-2B_1","1.000","11/15/2017","1/10/2018"
"1284035","120.713.581.003","KOMPRESSORSCHILD EN!148X105X1","1.000","1/8/2018","1/19/2018"
"1284929","123.615.516.001","ZYLINDER!1684X620X1280","2.000","10/19/2017","1/25/2018"
"1285251","122.888.918.001","LATERNE DV-202!D214/142X295","2.000","12/13/2017","1/11/2018"
"1285560","122.842.874.001","K-BODEN!O D600X90","1.000","12/5/2017","1/16/2018"
"1286513","123.615.246.001","ZYL-DECKEL!D895X310","2.000","11/28/2017","1/17/2018"
"1287228","120.713.581.003","KOMPRESSORSCHILD EN!148X105X1","1.000","1/8/2018","1/19/2018"
"1287666","122.886.853.001","ZYL-DECKEL!D405X275(CLASS)","1.000","12/19/2017","1/19/2018"
"1287667","122.864.673.001","ZYL-BLOCK!1400X740X1140(CLASS)","1.000","11/3/2017","1/4/2018"
"1287668","122.886.815.001","ZYL-DECKEL!D680X361(CLASS)","1.000","11/30/2017","1/19/2018"
