"material","description","product_hierarchy","division","gpr","basic_material","dimensions","min_lot","weight_net","weight_net_unit","weight_gross","weight_gross_unit"
"123.610.022.001","ZYL-BLOCK AS!1389X1764X1059 (DNV/LR)","0001-1130","03","K242","EN-GJSA-XNI35","1389X1764X1059","","3,017.000","KG","3,017.000","KG"
"123.610.022.002","ZYL-BLOCK AS!1389X1764X1059 (ABS,KR)","0001-1130","03","K242","EN-GJSA-XNI35","1389X1764X1059","","3,018.000","KG","3,018.000","KG"
"123.610.085.200","KW-LEITUNG!UEBERTRITT G1""","0001-1130","01","K600","SS","G1"" 150LBS SCHED80S","","3.168","KG","3.168","KG"
"123.610.087.200","KW-LEITUNG!UEBERTRITT G1""","0001-1130","01","K600","SS","G1"" 150LBS SCHED80S","","2.858","KG","2.858","KG"
"123.610.132.001","GESTELL!908X1120X1320 (CLASS)","0001-1200","01","K24.1","EN-GJS-400-15","908X1120X1320","","1,870.973","KG","1,870.973","KG"
"123.610.242.200","GESTELL ABPRESSEN!2K160 (CLASS)","0001-1200","01","K610","EN-GJS-400-15","2K160","","2,040.000","KG","2,040.000","KG"
"123.610.265.201","KURBELTRIEB!2K160","0001-1200","01","K600","EN-GJS-400-15","2K160","","2,969.000","KG","2,969.000","KG"
"123.610.419.001","DEHNSTIFTSCHRAUBE KTL!M80X4X2075","0003-4200","04","K490","34CRNIMO6","M80X4X2075","","55.606","KG","55.606","KG"
"123.610.425.001","DEHNSTIFTSCHRAUBE KTL!M80X4X2075","0003-4200","04","K490","34CRNIMO6","M80X4X2075","","55.606","KG","55.606","KG"
"123.610.434.001","DEHNSTIFTSCHRAUBE KTL!M80X4X1953","0003-4200","04","K490","34CRNIMO6","M80X4X1953","","52.525","KG","52.525","KG"
"123.610.436.001","DEHNSTIFTSCHRAUBE KTL!M80X4X1953","0003-4200","04","K490","34CRNIMO6","M80X4X1953","","52.525","KG","52.525","KG"
"123.610.508.001","GEHAEUSE HAELFTE!D194/117X24,1","0001-1130","03","K211","X12CRS13/V+SH","D194/117X24,1","5.000","1.862","KG","1.862","KG"
"123.610.515.200","KW-LEITUNG!G1-1"" 150LBS SCHED80S","0001-1130","03","K600","SS","G1-1"" 150LBS SCHED80S","","9.200","KG","9.200","KG"
"123.610.519.200","STEUERLEITUNGEN 1ER EK R-R!2KL90","0001-1200","01","K600","SS","2KL90","","0.373","KG","0.373","KG"
"123.610.533.200","STEUERLEITUNGEN 1ER EK M-L!2KL90","0001-1200","01","K600","SS","2KL90","","0.373","KG","0.373","KG"
"123.610.635.002","ZYL-BLOCK AS!764X478X980","0001-1200","01","K242","EN-GJS-400-18-LT","764X478X980","","845.000","KG","845.000","KG"
"123.610.720.001","VENTILDECKEL!202-8-16 (ABS)","0001-1130","03","K191.2","EN-GJSA-XNI35","247X247X51","","14.281","KG","14.281","KG"
"123.610.790.001","KK-KOERPER!D270X440","0001-1130","03","K151.2","EN-GJS-400-15","D270X440","","59.090","KG","59.090","KG"
"123.610.800.001","ZYL-BLOCK NAS!1389X1764X1059 (DNV/LR)","0001-1130","03","K242","EN-GJSA-XNI35","1389X1764X1059","","3,017.000","KG","3,017.000","KG"
"123.610.800.002","ZYL-BLOCK NAS!1389X1764X1059 (ABS,KR)","0001-1130","03","K242","EN-GJSA-XNI35","1389X1764X1059","","3,018.000","KG","3,018.000","KG"
"123.610.819.200","SCHUBSTANGE!LP190 (CLASS)","0001-1130","03","K52","C35E","L=500","","61.005","KG","61.005","KG"
"123.610.820.200","SCHUBSTANGE!LP190 KOMPLETT (LR,GL,ABS)","0001-1130","03","K600","C35E","L=500","","67.578","KG","67.578","KG"
"123.610.899.200","ROHRANSCHLUSS BF!G1""-1""","0001-1000","01","K600","SS","G1""-1""","","4.439","KG","4.439","KG"
"123.610.900.200","DRUCKAUSGLEICHSLEITUNG!","0001-1200","01","K600","SS","","","3.358","KG","3.358","KG"
"123.610.932.200","HAUPTLAGER!320X144X319","0001-1130","01","K52","S355J2+N","320X144X319","","73.695","KG","73.695","KG"
"123.611.092.200","AXIALLAGER!320X156X319","0001-1130","03","K52","S355J2+N","320X156X319","","73.400","KG","73.400","KG"
"123.611.146.001","GEHAEUSE HAELFTE!D160/81,5X22,1","0001-1130","03","K211","X12CRS13/V+SH","D160/81,5X22,1","5.000","1.401","KG","1.401","KG"
"123.611.329.001","ZENTRIERRING!D270/150X91","0003-4200","04","K211.1","42CRMO4","D270/150X91","","17.327","KG","17.327","KG"
"123.611.334.001","VERSCHLUSSSCHRAUBE!D170X100","0003-2500","02","K490","42CRMO4","D170X100","","12.000","KG","12.000","KG"
"123.611.351.001","DEHNSTIFTSCHRAUBE KTL!M80X4X1988","0003-4200","04","K490","34CRNIMO6","M80X4X1988","","52.525","KG","52.525","KG"
"123.611.355.001","DEHNSTIFTSCHRAUBE KTL!M80X4X1988","0003-4200","04","K490","34CRNIMO6","M80X4X1988","","53.409","KG","53.409","KG"
"123.611.363.001","DEHNSTIFTSCHRAUBE KTL!M68X4X1841","0003-4200","04","K490","34CRNIMO6","M68X4X1841","","35.077","KG","35.077","KG"
"123.611.789.002.P","VENTILDECKEL 218-16-32 CSS!263X263X58","0001-1200","01","K600","X2CRNIMO18143","263X263X58","","23.500","KG","23.500","KG"
"123.611.791.200","STELLZYLINDER F-E-A-SA-M-65","0001-1000","01","K600","","F-E-A-SA-M-65","","7.176","KG","7.176","KG"
"123.611.852.200","ZYL-BLOCK ABPRESSEN!4D375B-2A_1","0001-1000","01","K610","EN-GJSA-XNI35","4D375B-2A_1","","4,597.000","KG","4,597.000","KG"
"123.612.188.001","KOLBENSTANGE!D91,25X714","0008-5043","02","K431","34CRALNI7+QT","D91,25X714","","24.393","KG","24.393","KG"
"123.612.217.200","ZYL/PLUNGER/KEGEL C1 D3,6!D30X54","0003-4000","04","K600","","D30X54","","0.295","KG","0.295","KG"
"123.612.357.200","KURBELTRIEB!5LP250-4B_1","0001-1130","03","K600","EN-GJL-250","5LP250-4B_1","","26,815.000","KG","26,815.000","KG"
"123.612.401.001","ANPRESSFLANSCH!D255/107X31","0003-4200","04","K211","S355J2+N","D255/107X31","","5.071","KG","5.071","KG"
"123.612.402.001","GEHAEUSE!D180/114X49","0003-4200","04","K211","S355J2+N","D180/114X49","","4.469","KG","4.469","KG"
"123.612.641.001","KOLBENSTANGE WCCO!D75X1326","0001-1000","01","K432","34CRNIMO6+QT","D75X1326","","42.029","KG","42.029","KG"
"123.612.834.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S","0001-1130","03","K600","SS","G1""-1"" 150LBS SCHED80S","","9.861","KG","9.861","KG"
"123.612.835.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S","0001-1130","03","K600","SS","G1""-1"" 150LBS SCHED80S","","10.303","KG","10.303","KG"
"123.612.836.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S","0001-1130","03","K600","SS","G1""-1"" 150LBS SCHED80S","","8.201","KG","8.201","KG"
"123.612.903.200","ZYLINDER ABPRESSEN CSS!KD185","0003-2500","02","K610","42CRMO4","KD185","","6,820.000","KG","6,820.000","KG"
"123.612.903.201","ZYLINDER SPEDITION CSS!KD185","0003-2500","02","K600","42CRMO4","KD185","","6,850.000","KG","6,850.000","KG"
"123.612.904.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S","0001-1130","03","K600","SS","G1""-1"" 150LBS SCHED80S","","7.741","KG","7.741","KG"
"123.612.906.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S","0001-1130","03","K600","SS","G1""-1"" 150LBS SCHED80S","","8.200","KG","8.200","KG"
"123.612.909.200","PACKUNGSPATRONE D90 5EL","0003-2400","02","K600","","D90 5EL","","57.950","KG","57.950","KG"
"123.612.926.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S","0001-1130","03","K600","SS","G1""-1""","","9.557","KG","9.557","KG"
"123.612.927.001","VENTILDECKEL!D330/19X74","0003-2400","02","K192","S355J2+N","D330/19X74","","38.332","KG","38.332","KG"
"123.613.012.200","ZYL SCHMIERPUMP CH1!335X128X63","0003-4000","04","K75","ST","335X128X63","","10.631","KG","10.631","KG"
"123.613.013.200","ZYL SCHMIERPUMP C1!335X128X63","0003-4000","04","K600","ST","335X128X63","","9.264","KG","9.264","KG"
"123.613.043.200","PACKUNGSPATRONE D90 6EL","0003-2400","02","K600","","D90 6EL","","57.100","KG","57.100","KG"
"123.613.049.001","VENTILDECKEL!D350/19X54","0003-2400","02","K192","S355J2+N","D350/19X54","","33.175","KG","33.175","KG"
"123.613.060.001","VENTILDECKEL SAUG!D350/40X68","0003-2400","02","K192","S355J2+N","D350/40X68","","41.888","KG","41.888","KG"
"123.613.104.001","ZYL-BLOCK!1850X846X934 (CLASS)","0001-1200","01","K241","EN-GJL-250","1850X846X934","","2,788.000","KG","2,788.000","KG"
"123.613.104.200","ZYL-BLOCK ABPRESSEN CSS!3K140-3D_1","0001-1000","01","K610","EN-GJL-250","3K140-3D_1","","3,455.933","KG","3,455.933","KG"
"123.613.104.201","ZYLINDER SPEDITION CSS!3K140-3D_1","0001-1200","01","K600","EN-GJL-250","3K140-3D_1","","3,588.561","KG","3,588.561","KG"
"123.613.117.001","VENTILDECKEL!D440/19X44","0003-2400","02","K192","S355J2+N","D440/19X44","5.000","44.224","KG","44.224","KG"
"123.613.119.001","VENTILDECKEL SAUG!D440/40X58","0003-2400","02","K192","S355J2+N","D440/40X58","","58.982","KG","58.982","KG"
"123.613.230.001","FUELLRING!D81/60X14,4","0001-1000","01","K211","X12CRS13/V+S","D81/60X14,4","","0.262","KG","0.262","KG"
"123.613.275.001","VERSCHLUSSSCHRAUBE!M140X4X95 SW65","0009-9900","","K131","42CRMO4","M140X4X95 SW65","","10.000","KG","10.000","KG"
"123.613.334.001","ZYL-BLOCK AS!1120X730X915(LR)","0001-1130","03","K242","EN-GJSA-XNI35","1120X730X915","","1,152.000","KG","1,152.000","KG"
"123.613.335.001","ZYL-BLOCK PS!1120X730X915(LR)","0001-1130","03","K242","EN-GJSA-XNI35","1120X730X915","","1,152.000","KG","1,152.000","KG"
"123.613.379.200","FED FUEHRG RING!D184/151X15","0001-1000","01","K212","S355J2+N","D184/151X15","","0.754","KG","0.754","KG"
"123.613.395.001","FLICKBUECHSE!D33X41","0001-1000","01","K490","S355J2+N","D33X41","","0.152","KG","0.152","KG"
"123.613.549.001","K-MANTEL!D425/395X180","0001-1000","01","K411","EN-GJL-200","D425/395X180","","17.088","KG","17.088","KG"
"123.613.567.001","K-BODEN!O D410/78X90","0001-1000","01","K422","EN-GJS-350-22-LT","O D410/78X107,5","","26.349","KG","26.349","KG"
"123.613.579.001","K-BODEN!U D410/78X90","0001-1000","01","K422","EN-GJS-350-22-LT","O D410/78X107,5","","26.349","KG","26.349","KG"
"123.613.605.200","STELLZYLINDER M-E-B-AA-O-198","0001-1000","01","K600","","M-E-B-AA-O-198","","7.000","KG","7.000","KG"
"123.613.689.200","STELLZYLINDER M-E-B-AA-O-213-Z","0001-1000","01","K600","","M-E-B-AA-O-213-Z","","11.400","KG","11.400","KG"
"123.613.798.198","KOMPRESSOR PROBELAUF!2B1AC2.59_1","0003-2400","02","K620","","2B1AC2.59_1","","70.000","KG","70.000","KG"
"123.613.798.199","KOMPRESSOR MIT ROHRL.!2B1AC2.59_1","0003-2400","02","K600","","2B1AC2.59_1","","85.000","KG","85.000","KG"
"123.613.798.G09","VERSCHLEISSTEILE!2B1AC2.59_1","0003-2400","02","K600","","2B1AC2.59_1","","3.500","KG","3.500","KG"
"123.613.820.001","ZYLINDER FERTIGBEARBEITUNG!D635X1121","0003-4200","04","K126","30CRNIMO8","D635X1121","","1,407.000","KG","1,407.000","KG"
"123.613.820.200","ZYLINDER ZUSAMMENSTELLUNG!D635X1121","0003-4200","04","K600","","D635X1121","","1,407.000","KG","1,407.000","KG"
"123.613.821.198","KOMPRESSOR PROBELAUF!4B3A-2.29_1","0003-2400","02","K620","","4B3A-2.29_1","","275.000","KG","275.000","KG"
"123.613.821.G77","LOSE TEILE!4B3A-2.29_1","0003-2400","02","K600","","4B3A-2.29_1","","360.000","KG","360.000","KG"
"123.613.831.001","LATERNE SV!D90X68","0003-2400","02","K362","34CRMO4","D90X68","","1.976","KG","1.976","KG"
"123.613.858.201","KW-LEITUNG!G1 1/2""-1 1/2""-1"" SCHED80","0001-1000","01","K600","SS","G1 1/2""-1 1/2""-1"" SCHED80","","6.539","KG","6.539","KG"
"123.613.862.202","KW-LEITUNG!G1 1/4""-1 1/2""-1"" SCHED80","0001-1000","01","K600","SS","G1 1/4""-1 1/2""-1"" SCHED80","","5.605","KG","5.605","KG"
"123.614.067.201","ZYLINDER SPEDITION CSS!NG630S KD610","0003-2200","02","K600","EN-GJS-400-18-LT","NG630S KD610","","2,056.184","KG","2,056.184","KG"
"123.614.091.201","GRUNDPLATTE-GESTELL ABPRESSEN!4D250B","0001-1000","01","K610","EN-GJL-250","4D250B","","7,568.000","KG","7,568.000","KG"
"123.614.093.200","KURBELTRIEB!4D250B","0001-1000","01","K600","EN-GJL-250","4D250B","","10,074.000","KG","10,074.000","KG"
"123.614.093.201","KURBELTRIEB!4D250B","0001-1000","01","K600","EN-GJL-250","4D250B","","10,074.000","KG","10,074.000","KG"
"123.614.105.001","DRUCKRING!D160/150X11","0001-1000","01","K490","G-CU PB 15 SN","D160/150X11","6.000","0.172","KG","0.172","KG"
"123.614.106.001","FED FUEHRG RING!D184/151X15","0001-1000","01","K212","S355J2+N","D184/151X15","","0.746","KG","0.746","KG"
"123.614.226.200","ZYLINDER ABPRESSEN!NG590A_01","0003-2400","02","K610","EN-GJS-400-18-RT","NG590A_01","","4,313.746","KG","4,313.746","KG"
"123.614.235.001","ZYL-BLOCK!1455X1110X1310","0001-1000","01","K241","EN-GJS-400-18-LT","1455X1110X1310","","3,891.000","KG","3,891.000","KG"
"123.614.242.001","KOLBENSTANGE WCCO!D65X892,5 (CLASS)","0001-1200","01","K432","1.3964 ESU","D65X892,5","","20.328","KG","20.328","KG"
"123.614.247.200","ZYL-BLOCK ABPRESSEN CSS!2C3A","0003-2400","02","K610","EN-GJL-250","2C3A-1.23","","1,227.398","KG","1,227.398","KG"
"123.614.247.201","ZYLINDER SPEDITION CSS!2C3A","0003-2400","02","K600","EN-GJL-250","2C3A-1.23","","1,232.000","KG","1,232.000","KG"
"123.614.255.200","ZYLINDER!590A_01","0003-2400","02","K600","EN-GJS-400-18-RT","590A_01","","5,394.446","KG","5,394.446","KG"
"123.614.258.200","PACKUNG!D90 5EL TROCKENLAUF","0003-2400","02","K600","","D90 5EL","","97.974","KG","97.974","KG"
"123.614.259.200","PACKUNGSPATRONE D90 5EL","0003-2400","02","K600","","D90 5EL","","59.996","KG","59.996","KG"
"123.614.295.001","ZYL-DECKEL!D560X280","0001-1200","01","K82.2","EN-GJS-400-18-LT","D560X280","","158.027","KG","158.027","KG"
"123.614.299.200","ZYL-BLOCK ABPRESSEN AS!2K250-1C_1","0001-1200","01","K610","EN-GJS-400-18-LT","2K250-1C_1","","2,606.000","KG","2,606.000","KG"
"123.614.315.001","GESTELL!1650X1310X2130","0001-1200","01","K25","EN-GJS-400-18-LT","1650X1310X2130","","6,405.000","KG","6,405.000","KG"
"123.614.325.001","KOLBENSTANGE!D115X1773 (LR,ABS)","0001-1130","03","K432","34CRNIMO6+QT","D115X1773","","50.101","KG","50.101","KG"
"123.614.327.001","ZYLINDERDECKEL!D335X194 (LR,ABS)","0001-1130","01","K211.1","42CRMO4+QT","D335X194","","48.154","KG","48.154","KG"
"123.614.348.200","GESTELL ABPRESSEN!2K250","0001-1200","01","K610","EN-GJS-400-18-LT","2K250","","6,963.000","KG","6,963.000","KG"
"123.614.353.001","VENTILDECKEL ABH. TE!L!218-8-16(LR)","0001-1130","01","K191.2","EN-GJSA-XNI35","263X263X51","","16.727","KG","16.727","KG"
"123.614.386.200","ZYL-BLOCK ABPRESSEN!6LP190-5D_1(LR,ABS)","0001-1130","03","K610","EN-GJS-400-18-LT","1010X540X850","","1,397.000","KG","1,397.000","KG"
"123.614.405.200","ZYL-BLOCK ABPRESSEN!6LP190-5D_1(LR,ABS)","0001-1130","03","K600","EN-GJS-400-15","6LP190-5D_1","","1,196.000","KG","1,196.000","KG"
"123.614.473.001","KOLBEN!D115X257","0001-1130","01","K432","42CRMO4+QT","D115X257","","14.693","KG","14.693","KG"
"123.614.475.001","DISTANZRING!D115/50X8","0001-1130","03","K362","34CRNIMO6","D115/50X8","","0.520","KG","0.520","KG"
"123.614.480.001","KONUS KAMMERRING!D115/50X17","0001-1130","03","K362","34CRNIMO6","D115/50X17","","0.907","KG","0.907","KG"
"123.614.512.001","KAMMERRING!D167/100X21","0001-1130","03","K212","42CRMO4+QT","D167/100X21","","1.772","KG","1.772","KG"
"123.614.519.200","ZYL-BLOCK VORMONTAGE!4D375B-3M_1","0001-1000","01","K600","EN-GJS-400-18-LT","4D375B-3M_1","","8,525.000","KG","8,525.000","KG"
"123.614.524.001","VENTILDECKEL 308-8-16!355X355X65(ABS)","0001-1130","03","K191.2","EN-GJSA-XNI35","355X355X65","","34.866","KG","34.866","KG"
"123.614.530.199","KOLBEN!D170","0001-1130","03","K600","","D170","","174.327","KG","174.327","KG"
"123.614.535.001","K-BODEN!O D710/95X125","0001-1000","01","K422","EN-GJS-600-3","D710/95X125","","72.248","KG","72.248","KG"
"123.614.537.001","K-BODEN!U D710/95X125","0001-1000","01","K422","EN-GJS-600-3","D710/95X125","","72.248","KG","72.248","KG"
"123.614.548.198","KOMPRESSOR PROBELAUF!6B6A-1.87_1","0003-2400","02","K620","","6B6A-1.87_1","","366.100","KG","366.100","KG"
"123.614.548.199","KOMPRESSOR MIT ROHRL.!6B6A-1.87_1","0003-2400","02","K600","","6B6A-1.87_1","","280.000","KG","280.000","KG"
"123.614.548.200","KOMPRESSOR AUFSTELLUNG!6B6A-1.87_1","0003-2400","02","K600","","6B6A-1.87_1","","75.500","KG","75.500","KG"
"123.614.548.G08","ERSATZTEILE!6B6A-1.87_1","0003-2400","02","K600","","6B6A-1.87_1","","323.500","KG","323.500","KG"
"123.614.548.G09","VERSCHLEISSTEILE!6B6A-1.87_1","0003-2400","02","K600","","6B6A-1.87_1","","12.000","KG","12.000","KG"
"123.614.548.G77","LOSE TEILE!6B6A-1.87_1","0003-2400","02","K600","","6B6A-1.87_1","","32.900","KG","32.900","KG"
"123.614.564.001","ZYL-BLOCK!1068X940X780(CLASS)","0001-1200","01","K242","EN-GJL-250","1068X940X780","","1,481.000","KG","1,481.000","KG"
"123.614.564.002","ZYL-BLOCK!1068X940X780 (NKK)","0001-1200","01","K241","EN-GJL-250","1068X940X780","","1,481.000","KG","1,481.000","KG"
"123.614.568.001","ZYLINDER!1300X560X900","0003-2400","02","K242","42CRMO4+QT","1300X560X900","","3,875.000","KG","3,875.000","KG"
"123.614.571.G81","ANTRIEB!6LP190","0001-1130","03","K600","EN-GJS-400-15","D1200/200X190","","643.961","KG","643.961","KG"
"123.614.587.001","ZYLINDER!1300X560X900","0003-2400","02","K242","42CRMO4+QT","1300X560X900","","4,034.000","KG","4,034.000","KG"
"123.614.588.001","ZYLINDERDECKEL!D360X311","0003-2400","02","K82.2","42CRMO4+QT","D360X311","","62.901","KG","62.901","KG"
"123.614.594.001","KOLBEN!D117X1870","0003-2400","02","K432","34CRNIMO6+QT","D117X1870","","104.663","KG","104.663","KG"
"123.614.630.200","GESTELL ABPRESSEN!6LP190-5D_1 (LR/ABS)","0001-1130","03","K610","EN-GJS-400-15","6LP190-5D_1","","9,852.000","KG","9,852.000","KG"
"123.614.641.200","ZYLINDER ABPRESSEN!KD118 (LR,ABS)","0001-1130","03","K610","42CRMO4+QT","KD118","","2,800.000","KG","2,800.000","KG"
"123.614.646.001","K-BODEN!U D425/95X90","0001-1200","01","K422","EN-GJS-600-3","U D425/95X90","2.000","28.963","KG","28.963","KG"
"123.614.648.001","K-BODEN!O D425/95X90","0001-1200","01","K422","EN-GJS-600-3","O D425/95X90","2.000","26.383","KG","26.383","KG"
"123.614.655.200","ZYL-BLOCK VORMONTAGE AS!2K250-1C_1","0001-1200","01","K600","EN-GJS-400-18-LT","2K250-1C_1","","2,994.000","KG","2,994.000","KG"
"123.614.658.200","ZYL-BLOCK VORMONTAGE!4D375B-3M_1","0001-1000","01","K600","EN-GJS-400-18-LT","4D375B-3M_1","","8,911.000","KG","8,911.000","KG"
"123.614.660.200","ZYL-BLOCK ABPRESSEN CSS!4D300-3A","0001-1000","01","K610","EN-GJL-250","4D300-3A","","4,024.000","KG","4,024.000","KG"
"123.614.667.001","ZYLINDER!1620X1840X1210","0003-2400","02","K241","EN-GJL-250","1620X1840X1210","","4,548.843","KG","4,548.843","KG"
"123.614.680.200","ZYL-BLOCK ABPRESSEN NAS!2K250-1C_1","0001-1200","01","K610","EN-GJS-400-18-LT","2K250-1C_1","","2,606.000","KG","2,606.000","KG"
"123.614.681.200","ZYL-BLOCK VORMONTAGE NAS!2K250-1C_1","0001-1200","01","K600","EN-GJS-400-18-LT","2K250-1C_1","","2,994.000","KG","2,994.000","KG"
"123.614.682.200","ZYLINDER ABPRESSEN!870A_01","0003-2400","02","K610","EN-GJL-250","870A_01","","7,106.690","KG","7,106.690","KG"
"123.614.689.200","ZYL-BLOCK ABPRESSEN!4D375B-2B_1","0001-1000","01","K610","EN-GJS-350-22-LT","4D375B-2B_1","","6,530.000","KG","6,530.000","KG"
"123.614.695.200","ZYLINDER!870A_01","0003-2400","02","K600","EN-GJL-250","870A_01","","8,974.576","KG","8,974.576","KG"
"123.614.697.001","ZYLINDER!1017X1280X1120","0003-2400","02","K241","EN-GJL-250","1017X1280X1120","","2,312.052","KG","2,312.052","KG"
"123.614.701.200","ZYL-BLOCK VORMONTAGE!4D375B-2B_1","0001-1000","01","K600","EN-GJS-350-22-LT","4D375B-2B_1","","8,400.000","KG","8,400.000","KG"
"123.614.705.200","ZYLINDER ABPRESSEN!NG520A_01","0003-2400","02","K610","EN-GJL-250","NG520A_01","","3,517.094","KG","3,517.094","KG"
"123.614.713.001","OFFENER RINGSCHLUESSEL!SW30","0009-9900","","K790","ST","SW30","","0.300","KG","0.300","KG"
"123.614.715.200","ZYLINDER!NG520A_01","0003-2400","02","K600","EN-GJL-250","NG520A_01","","4,365.243","KG","4,365.243","KG"
"123.614.720.001","VENTILDECKEL!D330X74","0003-2400","02","K192","S355J2+N","D330X74","3.000","38.740","KG","38.740","KG"
"123.614.722.001","VENTILDECKEL!D330X74","0003-2400","02","K192","S355J2+N","D330X74","","38.838","KG","38.838","KG"
"123.614.723.001","ZYL-DECKEL!D490X283","0003-2400","02","K82.2","EN-GJS-400-18-RT","D490X283","","192.316","KG","192.316","KG"
"123.614.725.001","ZYLINDERBODEN!D645X339","0003-2400","02","K82.2","EN-GJS-400-18-RT","D645X339","","285.935","KG","285.935","KG"
"123.614.733.001","ZYLINDER!730X1000X1140","0003-2400","02","K242","EN-GJS-400-18-RT","730X1000X1140","","1,885.042","KG","1,885.042","KG"
"123.614.734.200","ZYL-BLOCK ABPRESSEN CSS!4D300-3A","0001-1000","01","K610","EN-GJL-250","4D300-3A","","4,979.000","KG","4,979.000","KG"
"123.614.734.201","ZYL-BLOCK FUER SPEDITION!4D300-3A","0001-1000","01","K600","EN-GJL-250","1703X1460X1342","","4,980.000","KG","4,980.000","KG"
"123.614.735.200","ZYLINDER ABPRESSEN!280A_01","0003-2400","02","K610","EN-GJS-400-18-RT","GEB 280A_01","","2,733.990","KG","2,733.990","KG"
"123.614.747.001","KOLBENOBERTEIL!D276/68X197","0003-2400","02","K401","EN-GJS-400-15","D276/68X197","","55.427","KG","55.427","KG"
"123.614.750.001","KOLBENUNTERTEIL!D276/68X192","0003-2400","02","K401","EN-GJS-400-15","D276/68X192","","53.981","KG","53.981","KG"
"123.614.754.200","PACKUNG D90 5EL GESCHMIERT","0003-2400","02","K600","","D90 5EL","","95.737","KG","95.737","KG"
"123.614.757.200","ZYLINDER!NG280A_01","0003-2400","02","K600","EN-GJS-400-18-RT","NG280A_01","","3,198.518","KG","3,198.518","KG"
"123.614.761.200","ZYL-BLOCK ABPRESSEN!2DL250B-2B_1","0001-1000","01","K610","EN-GJSA-XNI35","2DL250B-2B_1","","4,074.000","KG","4,074.000","KG"
"123.614.771.200","KURBELTRIEB MONTAGE!4D300B","0001-1000","01","K600","EN-GJS-400-15","4D300B","","14,775.000","KG","14,775.000","KG"
"123.614.784.200","ZYL-BLOCK ABPRESSEN!4D300B-3W_1","0001-1000","01","K610","EN-GJS-400-15","4D300B-3W_1","","5,404.000","KG","5,404.000","KG"
"123.614.790.200","FED FUEHRG RING!D288/239X18","0001-1000","01","K212","CK35/U","D288/241X18","10.000","2.029","KG","2.029","KG"
"123.614.811.001","LATERNE DV-277!D289/206X315","0001-1000","01","K361","EN-GJL-200","D289/206X315","","34.351","KG","34.351","KG"
