to_char, description, time_measured, time_planned, delay
2018-02-19, MONT.BG GROSS/KLEIN, 1105560.000, 132336.000, 270.34000000000000000000
2018-02-19, MONTAGE SCHUBST.-KK, 184500.000, 62100.000, 34.0000000000000000
2018-02-19, OELABSTR. LAEPPEN, 14411700.000, 288540.000, 3923.1000000000000000
2018-02-19, RAD.-SCHLEIFMASCH., 4937100.000, 227412.000, 1308.24666666666666670000
2018-02-19, RADIALBOHRMASCHINEN, 104400.000, 28800.000, 21.00000000000000000000
2018-02-19, ROHRSCHLOSSER, 441840.000, 295020.000, 40.78333333333333330000
2018-02-19, SCHLEIF. HYPER KOMP, 234000.000, 68400.000, 46.0000000000000000
2018-02-19, SCHLEIFEN, GRATEN, VERPUTZEN, 2226780.000, 278316.000, 541.24000000000000000000
2018-02-19, SP.-DREHEN KLEIN, 154980.000, 77220.000, 21.85000000000000000000
2018-02-19, STELLZYLINDER MONT., 5940.000, 3420.000, 0.70000000000000000000
2018-02-26, ABSÄGEN OPTIMO, 2211300.000, 135270.000, 576.98333333333333340000
2018-02-26, AUTOFRETTAGE, 957600.000, 66600.000, 247.5000000000000000
2018-02-26, BAZ ECOFORCE, 98100.000, 91800.000, 1.7500000000000000
2018-02-26, BAZ-MA-400HA, 4108440.000, 311112.000, 1054.81333333333333330000
2018-02-26, BOHRWERK SCHARMANN, 5400.000, 4500.000, 0.25000000000000000000
2018-02-26, CNC-VERT.-DREHEN DS, 522000.000, 208800.000, 87.0000000000000000
2018-02-26, DBAZ MCT 350-2000, 2059020.000, 438048.000, 450.27000000000000000000
2018-02-26, DBAZ MCT 550-2000, 1921800.000, 399780.000, 424.45000000000000000000
2018-02-26, DBAZ MCT 550-3000, 675900.000, 193860.000, 133.90000000000000000000
2018-02-26, DBAZ MCT 550-RS, 3112200.000, 323280.000, 773.7000000000000000
2018-02-26, DBAZ MULTUS B200, 7952400.000, 138600.000, 2170.5000000000000000
2018-02-26, DBAZ MULTUS B400, 2046420.000, 170460.000, 520.60000000000000000000
2018-02-26, DRUCKPR. KLEINTEILE, 741900.000, 99360.000, 179.30000000000000000000
2018-02-26, DRUCKPRÜFUNG ROHRL., 99390.000, 69588.000, 7.98333333333333333333
2018-02-26, FABR. KONTROLLE, 1741464.000, 384372.000, 376.96999999999999996671
2018-02-26, FL.-/DRUCKFLIESSLÄP, 108660.000, 28980.000, 22.13333333333333340000
2018-02-26, KAMMERRINGE PL4 FIN, 68400.000, 38880.000, 8.20000000000000000000
2018-02-26, KK-KÖRPER/KK-SCHUH, 389700.000, 65700.000, 90.0000000000000000
2018-02-26, KONTR. HD-HYPER T., 78480.000, 50400.000, 7.80000000000000000000
2018-02-26, MALER KLEIN, 498600.000, 351000.000, 41.00000000000000000000
2018-02-26, MALER KOMPR., 1452060.000, 369900.000, 300.60000000000000000000
2018-02-26, MAT.-PRÜF.QUALITECH, 43080.000, 32040.000, 3.0666666666666667
2018-02-26, MESSMASCHINE GROSS, 271800.000, 88200.000, 51.0000000000000000
2018-02-26, MESSMASCHINE KLEIN, 422460.000, 30420.000, 108.90000000000000000000
2018-02-26, MONT.BG GROSS/KLEIN, 360780.000, 140292.000, 61.24666666666666666667
2018-02-26, MONTAGE PL1/3, 318600.000, 232200.000, 24.00000000000000000000
2018-02-26, MONTAGE SCHUBST.-KK, 522900.000, 92700.000, 119.5000000000000000
2018-02-26, OELABSTR. LAEPPEN, 1878300.000, 56340.000, 506.1000000000000000
2018-02-26, RAD.-SCHLEIFMASCH., 1391040.000, 182088.000, 335.82000000000000006667
2018-02-26, RADIALBOHRMASCHINEN, 159300.000, 85500.000, 20.50000000000000000000
2018-02-26, ROHRSCHLOSSER, 404820.000, 257760.000, 40.85000000000000000000
2018-02-26, RUNDSCHLEIFMASCH., 202500.000, 62100.000, 39.00000000000000000000
2018-02-26, SCHLEIF. HYPER KOMP, 53700.000, 35352.000, 5.09666666666666666667
2018-02-26, SCHLEIFEN, GRATEN, VERPUTZEN, 2131740.000, 427356.000, 473.44000000000000000000
2018-02-26, SCHLOSSER VERP. GTF, 387180.000, 212220.000, 48.60000000000000000000
2018-02-26, SERVICE UND MONTAGE, 669960.000, 21960.000, 180.0000000000000000
2018-02-26, SP.-DREHEN GROSS, 176400.000, 115200.000, 17.00000000000000000000
2018-02-26, STELLZYLINDER MONT., 385380.000, 61740.000, 89.90000000000000000000
2018-02-26, ZELLE FRÄSEN/BOHREN, 14400.000, 9900.000, 1.00000000000000000000
2018-03-05, ABDECK. MONT/DEMONT, 22500.000, 11700.000, 3.0000000000000000
2018-03-05, ABSÄGEN OPTIMO, 3844560.000, 218214.000, 1007.73499999999999999998
2018-03-05, ANREISSPLATZ M./M., 301140.000, 152100.000, 41.40000000000000000000
2018-03-05, AUTOFRETTAGE, 727020.000, 46620.000, 189.0000000000000000
2018-03-05, BAZ-MA-400HA, 115200.000, 64800.000, 14.0000000000000000
2018-03-05, BOHRWERK SCHARMANN, 25200.000, 18000.000, 2.0000000000000000
2018-03-05, CNC-BAZ DS ALPHA, 538920.000, 106920.000, 120.0000000000000000
2018-03-05, CNC-VERT.-DREHEN DS, 538200.000, 307800.000, 64.0000000000000000
2018-03-05, DBAZ MCT 350-2000, 1064280.000, 333000.000, 203.63333333333333330000
2018-03-05, DBAZ MCT 550-2000, 4348800.000, 578160.000, 1047.4000000000000000
2018-03-05, DBAZ MCT 550-3000, 2341260.000, 265140.000, 576.7000000000000000
2018-03-05, DBAZ MCT 550-RS, 427680.000, 200880.000, 63.5000000000000000
2018-03-05, DBAZ MULTUS B200, 17929260.000, 397620.000, 4869.90000000000000000000
2018-03-05, DBAZ MULTUS B400, 2146860.000, 156420.000, 552.50000000000000000000
2018-03-05, DRUCKPR. KLEINTEILE, 454320.000, 76320.000, 105.00000000000000000000
2018-03-05, DRUCKPRÜFUNG ROHRL., 37200.000, 15300.000, 6.05000000000000000000
2018-03-05, FABR. KONTROLLE, 3876360.000, 407664.000, 963.52666666666666673335
2018-03-05, FL.-/DRUCKFLIESSLÄP, 751260.000, 55836.000, 193.17333333333333343334
2018-03-05, KK-KÖRPER/KK-SCHUH, 2356200.000, 142200.000, 615.0000000000000000
2018-03-05, KONTR. HD-HYPER T., 162540.000, 69660.000, 25.80000000000000000000
2018-03-05, LASER, 42600.000, 18000.000, 6.8333333333333333
2018-03-05, MALER KLEIN, 579960.000, 465120.000, 31.90000000000000000000
2018-03-05, MALER KOMPR., 943200.000, 316800.000, 174.0000000000000000
2018-03-05, MAT.-PRÜF.QUALITECH, 252480.000, 70560.000, 50.53333333333333333333
2018-03-05, MESSMASCHINE GROSS, 57420.000, 30420.000, 7.50000000000000000000
2018-03-05, MESSMASCHINE KLEIN, 162720.000, 39600.000, 34.20000000000000000000
2018-03-05, MONT.BG GROSS/KLEIN, 707940.000, 234180.000, 131.60000000000000000000
2018-03-05, MONTAGE SCHUBST.-KK, 297000.000, 76500.000, 61.2500000000000000
2018-03-05, OELABSTR. LAEPPEN, 9781200.000, 188640.000, 2664.6000000000000000
2018-03-05, PRÜFEN HD-SCHMIERPUMPEN, 1945800.000, 91800.000, 515.0000000000000000
2018-03-05, RAD.-SCHLEIFMASCH., 3340320.000, 261864.000, 855.12666666666666666667
2018-03-05, ROHRSCHLOSSER, 654480.000, 159120.000, 137.60000000000000000000
2018-03-05, RUNDSCHLEIFMASCH., 600840.000, 89640.000, 142.00000000000000000000
2018-03-05, SCHLEIF. HYPER KOMP, 520380.000, 208620.000, 86.60000000000000000000
2018-03-05, SCHLEIFEN, GRATEN, VERPUTZEN, 2784060.000, 259380.000, 701.30000000000000000000
2018-03-05, SCHLOSSER VERP. GTF, 399780.000, 226980.000, 48.00000000000000000000
2018-03-05, SP.-DREHEN GROSS, 26100.000, 20700.000, 1.50000000000000000000
2018-03-05, SP.-DREHEN KLEIN, 268380.000, 101700.000, 46.30000000000000000000
2018-03-05, ZELLE FRÄSEN/BOHREN, 275940.000, 34740.000, 67.00000000000000000000
2018-03-12, ABSÄGEN OPTIMO, 4596900.000, 179154.000, 1227.51000000000000010001
2018-03-12, ANREISSPLATZ M./M., 386700.000, 149148.000, 65.98666666666666670000
2018-03-12, AUTOFRETTAGE, 154800.000, 68400.000, 24.0000000000000000
2018-03-12, BAZ ECOFORCE, 950400.000, 324000.000, 174.0000000000000000
2018-03-12, BAZ-MA-400HA, 414000.000, 144720.000, 74.8000000000000000
2018-03-12, BOHRWERK SCHARMANN, 1230300.000, 137700.000, 304.00000000000000000000
2018-03-12, CNC-BAZ DS ALPHA, 414000.000, 144000.000, 75.0000000000000000
2018-03-12, CNC-VERT.-DREHEN DS, 820800.000, 401400.000, 115.5000000000000000
2018-03-12, DBAZ MCT 350-2000, 3125280.000, 542592.000, 715.91333333333333336667
2018-03-12, DBAZ MCT 550-2000, 3846900.000, 526212.000, 922.68000000000000000000
2018-03-12, DBAZ MCT 550-3000, 3066840.000, 252000.000, 782.40000000000000000000
2018-03-12, DBAZ MCT 550-RS, 400860.000, 216540.000, 52.2000000000000000
2018-03-12, DBAZ MULTUS B200, 16042680.000, 336240.000, 4362.90000000000000000000
2018-03-12, DBAZ MULTUS B400, 2104200.000, 257760.000, 512.90000000000000000000
2018-03-12, DRUCKPR. KLEINTEILE, 454680.000, 32940.000, 117.60000000000000000000
2018-03-12, DRUCKPRÜFUNG, 1495800.000, 670500.000, 230.0000000000000000
2018-03-12, DRUCKPRÜFUNG ROHRL., 38310.000, 28530.000, 2.65000000000000000000
2018-03-12, FABR. KONTROLLE, 3051564.000, 440748.000, 725.22666666666666666669
2018-03-12, FL.-/DRUCKFLIESSLÄP, 1020660.000, 86004.000, 259.62666666666666670000
2018-03-12, HONMASCHINE, 89100.000, 24300.000, 18.0000000000000000
2018-03-12, KAMMERRINGE PL4 FIN, 572040.000, 80640.000, 136.50000000000000000000
2018-03-12, KK-KÖRPER/KK-SCHUH, 8632260.000, 240660.000, 2331.0000000000000000
2018-03-12, KONTR. HD-HYPER T., 399060.000, 109620.000, 80.40000000000000000000
2018-03-12, MALER KOMPR., 993780.000, 359820.000, 176.1000000000000000
2018-03-12, MAT.-PRÜF.QUALITECH, 441360.000, 125676.000, 87.6866666666666666
2018-03-12, MESSMASCHINE GROSS, 110160.000, 28440.000, 22.70000000000000000000
2018-03-12, MESSMASCHINE KLEIN, 538560.000, 50040.000, 135.70000000000000000000
2018-03-12, MONT.BG GROSS/KLEIN, 409140.000, 238284.000, 47.46000000000000000000
2018-03-12, MONTAGE SCHUBST.-KK, 588600.000, 108900.000, 133.2500000000000000
2018-03-12, OELABSTR. LAEPPEN, 17370000.000, 293400.000, 4743.5000000000000000
2018-03-12, PRÜFEN HD-SCHMIERPUMPEN, 3025800.000, 73800.000, 820.0000000000000000
2018-03-12, RAD.-SCHLEIFMASCH., 812040.000, 164088.000, 179.98666666666666666667
2018-03-12, RUNDSCHLEIFMASCH., 670500.000, 117900.000, 153.50000000000000000000
2018-03-12, SCHLEIF. HYPER KOMP, 644400.000, 173160.000, 130.90000000000000000000
2018-03-12, SCHLEIFEN, GRATEN, VERPUTZEN, 1013640.000, 219996.000, 220.45666666666666670000
2018-03-12, SCHLOSSER VERP. GTF, 664200.000, 246600.000, 116.00000000000000000000
2018-03-12, SP.-DREHEN GROSS, 248400.000, 162000.000, 24.0000000000000000
2018-03-12, SP.-DREHEN KLEIN, 137160.000, 63720.000, 20.40000000000000000000
2018-03-12, STELLZYLINDER MONT., 29700.000, 12060.000, 4.90000000000000000000
2018-03-12, ZELLE FRÄSEN/BOHREN, 139140.000, 17100.000, 33.9000000000000000
2018-03-19, ABSÄGEN OPTIMO, 1276200.000, 94860.000, 328.40000000000000006667
2018-03-19, ANREISSPLATZ M./M., 120600.000, 50760.000, 19.40000000000000000000
2018-03-19, AUTOFRETTAGE, 1014300.000, 153900.000, 239.00000000000000000000
2018-03-19, BAZ ECOFORCE, 99000.000, 93600.000, 1.5000000000000000
2018-03-19, BAZ-MA-400HA, 781920.000, 112680.000, 185.9000000000000000
2018-03-19, BOHRWERK SCHARMANN, 385200.000, 183600.000, 56.0000000000000000
2018-03-19, CNC-BAZ DS ALPHA, 977400.000, 369000.000, 169.0000000000000000
2018-03-19, CNC-BAZ HEAVYSPEED, 1396800.000, 543600.000, 237.0000000000000000
2018-03-19, CNC-VERT.-DREHEN DS, 155700.000, 151200.000, 1.7500000000000000
2018-03-19, DBAZ MCT 350-2000, 1470660.000, 224640.000, 346.11666666666666670000
2018-03-19, DBAZ MCT 550-2000, 4958520.000, 333000.000, 1284.2000000000000000
2018-03-19, DBAZ MCT 550-3000, 176040.000, 92520.000, 23.20000000000000000000
2018-03-19, DBAZ MCT 550-RS, 2636040.000, 453240.000, 606.3333333333333333
2018-03-19, DBAZ MULTUS B200, 9364500.000, 198180.000, 2546.2000000000000000
2018-03-19, DBAZ MULTUS B400, 2438460.000, 324540.000, 586.70000000000000000000
2018-03-19, DRUCKPR. KLEINTEILE, 536580.000, 59760.000, 133.80000000000000000000
2018-03-19, DRUCKPRÜFUNG ROHRL., 153420.000, 72090.000, 22.40000000000000000000
2018-03-19, FABR. KONTROLLE, 2450424.000, 358200.000, 581.17333333333333336667
2018-03-19, FL.-/DRUCKFLIESSLÄP, 123900.000, 61668.000, 17.28666666666666670000
2018-03-19, HONMASCHINE, 40500.000, 29700.000, 3.0000000000000000
2018-03-19, KAMMERRINGE PL4 FIN, 64260.000, 21780.000, 11.80000000000000000000
2018-03-19, KEILN.-ZIEHMASCHINE, 106020.000, 23940.000, 22.80000000000000000000
2018-03-19, KK-KÖRPER/KK-SCHUH, 260100.000, 44100.000, 60.0000000000000000
2018-03-19, KONTR. HD-HYPER T., 236160.000, 77040.000, 44.20000000000000000000
2018-03-19, MALER KLEIN, 1435440.000, 166680.000, 352.43333333333333330000
2018-03-19, MALER KOMPR., 1233360.000, 606960.000, 174.00000000000000000000
2018-03-19, MESSMASCHINE GROSS, 9600.000, 9000.000, 0.1666666666666667
2018-03-19, MESSMASCHINE KLEIN, 172440.000, 60120.000, 31.20000000000000000000
2018-03-19, MONT.BG GROSS/KLEIN, 680940.000, 196020.000, 134.70000000000000000000
2018-03-19, MONTAGE SCHUBST.-KK, 486000.000, 100800.000, 107.0000000000000000
2018-03-19, OELABSTR. LAEPPEN, 12346200.000, 222120.000, 3367.8000000000000000
2018-03-19, PRÜFEN HD-SCHMIERPUMPEN, 9000.000, 5400.000, 1.00000000000000000000
2018-03-19, R-SCHL.LTG ANPASSEN, 300600.000, 156600.000, 40.00000000000000000000
2018-03-19, RAD.-SCHLEIFMASCH., 1038420.000, 189684.000, 235.76000000000000000000
2018-03-19, RADIALBOHRMASCHINEN, 292860.000, 90180.000, 56.30000000000000000000
2018-03-19, ROHRSCHLOSSER, 955800.000, 324360.000, 175.40000000000000000000
2018-03-19, ROHRSCHLOSSER PL1/3, 86400.000, 81000.000, 1.5000000000000000
2018-03-19, SCHLEIF. HYPER KOMP, 216360.000, 109800.000, 29.60000000000000000000
2018-03-19, SCHLEIFEN, GRATEN, VERPUTZEN, 2045700.000, 249660.000, 498.90000000000000000000
2018-03-19, SCHLOSSER VERP. GTF, 494100.000, 164700.000, 91.50000000000000000000
2018-03-19, SP.-DREHEN GROSS, 149400.000, 70200.000, 22.0000000000000000
2018-03-19, SP.-DREHEN KLEIN, 394200.000, 90360.000, 84.40000000000000000000
2018-03-19, STELLZYLINDER MONT., 71820.000, 28980.000, 11.90000000000000000000
2018-03-19, ZELLE FRÄSEN/BOHREN, 68220.000, 34740.000, 9.30000000000000000000
2018-03-26, ABSÄGEN OPTIMO, 6914460.000, 160848.000, 1876.16999999999999993334
2018-03-26, ANREISSPLATZ M./M., 215100.000, 49500.000, 46.0000000000000000
2018-03-26, AUTOFRETTAGE, 1973340.000, 77940.000, 526.50000000000000000000
2018-03-26, BAZ ECOFORCE, 1065600.000, 439200.000, 174.0000000000000000
2018-03-26, BAZ-MA-400HA, 1084680.000, 63720.000, 283.60000000000000000000
2018-03-26, BOHRWERK SCHARMANN, 77400.000, 63000.000, 4.0000000000000000
2018-03-26, CNC-BAZ HEAVYSPEED, 823500.000, 388800.000, 120.7500000000000000
2018-03-26, CNC-VERT.-DREHEN DS, 1692000.000, 504000.000, 330.0000000000000000
2018-03-26, DBAZ MCT 350-2000, 1585440.000, 288720.000, 359.70000000000000000000
2018-03-26, DBAZ MCT 550-2000, 7038000.000, 364320.000, 1854.0000000000000000
2018-03-26, DBAZ MCT 550-3000, 317520.000, 97920.000, 61.0000000000000000
2018-03-26, DBAZ MCT 550-RS, 644040.000, 156960.000, 134.8000000000000000
2018-03-26, DBAZ MULTUS B200, 17257860.000, 390060.000, 4685.50000000000000000000
2018-03-26, DBAZ MULTUS B400, 4178700.000, 190260.000, 1107.90000000000000000000
2018-03-26, DRUCKPR. KLEINTEILE, 618840.000, 50760.000, 159.20000000000000000000
2018-03-26, DRUCKPRÜFUNG ROHRL., 59910.000, 34290.000, 7.05000000000000000000
2018-03-26, FABR. KONTROLLE, 1860120.000, 299376.000, 433.53999999999999996668
2018-03-26, FL.-/DRUCKFLIESSLÄP, 281100.000, 47160.000, 64.98333333333333340000
2018-03-26, HONMASCHINE, 60300.000, 25560.000, 9.6500000000000000
2018-03-26, KAMMERRINGE PL4 FIN, 21240.000, 20160.000, 0.30000000000000000000
2018-03-26, KEILN.-ZIEHMASCHINE, 169200.000, 39600.000, 36.0000000000000000
2018-03-26, KONTR. GROSSTEILE, 63900.000, 20700.000, 12.00000000000000000000
2018-03-26, KONTR. HD-HYPER T., 102960.000, 67680.000, 9.80000000000000000000
2018-03-26, MALER KLEIN, 448920.000, 216720.000, 64.50000000000000000000
2018-03-26, MALER KOMPR., 160200.000, 25560.000, 37.4000000000000000
2018-03-26, MAT.-PRÜF.QUALITECH, 393240.000, 46224.000, 96.3900000000000000
2018-03-26, MESSMASCHINE KLEIN, 195660.000, 45540.000, 41.7000000000000000
2018-03-26, MONT.BG GROSS/KLEIN, 1174680.000, 155880.000, 283.00000000000000000000
2018-03-26, MONTAGE SCHUBST.-KK, 360000.000, 81900.000, 77.2500000000000000
2018-03-26, OELABSTR. LAEPPEN, 11484900.000, 207180.000, 3132.7000000000000000
2018-03-26, RAD.-SCHLEIFMASCH., 743220.000, 207252.000, 148.88000000000000000000
2018-03-26, ROHRSCHLOSSER, 279180.000, 176220.000, 28.60000000000000000000
2018-03-26, ROHRSCHLOSSER PL1/3, 185400.000, 171000.000, 4.0000000000000000
2018-03-26, RUNDSCHLEIFMASCH., 84960.000, 47160.000, 10.50000000000000000000
2018-03-26, SCHLEIF. HYPER KOMP, 374820.000, 119628.000, 70.88666666666666666667
2018-03-26, SCHLEIFEN, GRATEN, VERPUTZEN, 2976480.000, 209880.000, 768.50000000000000000000
2018-03-26, SCHLOSSER VERP. GTF, 195120.000, 110520.000, 23.50000000000000000000
2018-03-26, SP.-DREHEN GROSS, 564300.000, 94500.000, 130.5000000000000000
2018-03-26, SP.-DREHEN KLEIN, 215100.000, 88380.000, 35.20000000000000000000
2018-04-02, ABSÄGEN OPTIMO, 1568280.000, 84744.000, 412.34333333333333329999
2018-04-02, ANREISSPLATZ M./M., 282600.000, 142200.000, 39.0000000000000000
2018-04-02, AUTOFRETTAGE, 2141100.000, 83700.000, 571.5000000000000000
2018-04-02, BAZ-MA-400HA, 329040.000, 53856.000, 76.4400000000000000
2018-04-02, BOHRWERK SCHARMANN, 86400.000, 32400.000, 15.0000000000000000
2018-04-02, CNC-BAZ DS ALPHA, 414000.000, 144000.000, 75.0000000000000000
2018-04-02, CNC-VERT.-DREHEN DS, 36000.000, 21600.000, 4.0000000000000000
2018-04-02, DBAZ MCT 350-2000, 7005060.000, 323280.000, 1856.05000000000000000000
2018-04-02, DBAZ MCT 550-2000, 1625820.000, 393300.000, 342.3666666666666667
2018-04-02, DBAZ MCT 550-3000, 880440.000, 252000.000, 174.4000000000000000
2018-04-02, DBAZ MCT 550-RS, 524340.000, 188820.000, 92.7000000000000000
2018-04-02, DBAZ MULTUS B200, 5175000.000, 139320.000, 1398.8000000000000000
2018-04-02, DBAZ MULTUS B400, 1767240.000, 122400.000, 456.90000000000000000000
2018-04-02, DRUCKPRÜFUNG ROHRL., 33960.000, 33030.000, 0.15000000000000000000
2018-04-02, FABR. KONTROLLE, 3361380.000, 303804.000, 849.32666666666666670000
2018-04-02, FL.-/DRUCKFLIESSLÄP, 87120.000, 59400.000, 7.70000000000000000000
2018-04-02, HONMASCHINE, 181800.000, 42840.000, 38.6000000000000000
2018-04-02, KAMMERRINGE PL4 FIN, 91440.000, 46080.000, 12.60000000000000000000
2018-04-02, KK-KÖRPER/KK-SCHUH, 389700.000, 65700.000, 90.0000000000000000
2018-04-02, KONTR. HD-HYPER T., 304380.000, 100620.000, 56.60000000000000000000
2018-04-02, MALER KLEIN, 813060.000, 455580.000, 99.30000000000000000000
2018-04-02, MALER KOMPR., 3960.000, 1800.000, 0.60000000000000000000
2018-04-02, MAT.-PRÜF.QUALITECH, 269100.000, 77940.000, 53.1000000000000000
2018-04-02, MESSMASCHINE GROSS, 295560.000, 102240.000, 53.70000000000000000000
2018-04-02, MESSMASCHINE KLEIN, 516600.000, 63000.000, 126.0000000000000000
2018-04-02, MONT.BG GROSS/KLEIN, 478800.000, 140760.000, 93.90000000000000000000
2018-04-02, MONTAGE PL2/4, 343800.000, 284400.000, 16.5000000000000000
2018-04-02, MONTAGE SCHUBST.-KK, 1255500.000, 161100.000, 304.0000000000000000
2018-04-02, OELABSTR. LAEPPEN, 10012500.000, 173700.000, 2733.00000000000000000000
2018-04-02, RAD.-SCHLEIFMASCH., 1720320.000, 168840.000, 430.96666666666666670000
2018-04-02, ROHRSCHLOSSER, 1564680.000, 170820.000, 387.18333333333333330000
2018-04-02, RUNDSCHLEIFMASCH., 163800.000, 63000.000, 28.0000000000000000
2018-04-02, SCHLEIF. HYPER KOMP, 967860.000, 201420.000, 212.90000000000000000000
2018-04-02, SCHLEIFEN, GRATEN, VERPUTZEN, 996660.000, 98460.000, 249.50000000000000000000
2018-04-02, SCHLOSSER VERP. GTF, 241200.000, 124200.000, 32.5000000000000000
2018-04-02, SERVICE UND MONTAGE, 93060.000, 6660.000, 24.0000000000000000
2018-04-02, SP.-DREHEN GROSS, 176400.000, 118800.000, 16.00000000000000000000
2018-04-02, SP.-DREHEN KLEIN, 104760.000, 59400.000, 12.6000000000000000
2018-04-02, WASCHANLAGE RECHTS, 18000.000, 7200.000, 3.0000000000000000
2018-04-09, ABL.KONTR. MONTAGE, 3780.000, 2340.000, 0.40000000000000000000
2018-04-09, ABSÄGEN OPTIMO, 6388140.000, 271242.000, 1699.49666666666666663333
2018-04-09, ANREISSPLATZ M./M., 270900.000, 155700.000, 32.00000000000000000000
2018-04-09, BAZ-MA-400HA, 1404120.000, 172944.000, 341.99333333333333330000
2018-04-09, BOHRWERK SCHARMANN, 451800.000, 109800.000, 95.0000000000000000
2018-04-09, CNC-BAZ DS ALPHA, 356400.000, 183600.000, 48.0000000000000000
2018-04-09, CNC-VERT.-DREHEN DS, 1029600.000, 354600.000, 187.5000000000000000
2018-04-09, DBAZ MCT 350-2000, 1901700.000, 321840.000, 438.35000000000000000000
2018-04-09, DBAZ MCT 550-2000, 3137160.000, 636120.000, 694.15000000000000000000
2018-04-09, DBAZ MCT 550-3000, 2347560.000, 262800.000, 579.1000000000000000
2018-04-09, DBAZ MCT 550-RS, 1578600.000, 355896.000, 340.14000000000000000000
2018-04-09, DBAZ MULTUS B200, 7913940.000, 293652.000, 2116.74666666666666670000
2018-04-09, DBAZ MULTUS B400, 6677280.000, 300600.000, 1771.30000000000000000000
2018-04-09, DRUCKPR. KLEINTEILE, 9730800.000, 140040.000, 2665.00000000000000000000
2018-04-09, DRUCKPRÜFUNG, 185580.000, 108000.000, 23.0000000000000000
2018-04-09, DRUCKPRÜFUNG ROHRL., 89820.000, 57330.000, 9.30000000000000000000
2018-04-09, FABR. KONTROLLE, 4137480.000, 437400.000, 1027.80000000000000000001
2018-04-09, FL.-/DRUCKFLIESSLÄP, 316020.000, 94608.000, 61.50333333333333340000
2018-04-09, HONMASCHINE, 25200.000, 17280.000, 2.2000000000000000
2018-04-09, KEILN.-ZIEHMASCHINE, 8640.000, 6480.000, 0.60000000000000000000
2018-04-09, KONTR. GROSSTEILE, 123300.000, 65700.000, 16.0000000000000000
2018-04-09, KONTR. HD-HYPER T., 324720.000, 136080.000, 52.40000000000000000000
2018-04-09, MALER KLEIN, 790200.000, 210600.000, 161.00000000000000000000
2018-04-09, MAT.-PRÜF.QUALITECH, 97440.000, 32544.000, 18.0266666666666667
2018-04-09, MESSMASCHINE GROSS, 162900.000, 58500.000, 29.0000000000000000
2018-04-09, MESSMASCHINE KLEIN, 207180.000, 70380.000, 38.00000000000000000000
2018-04-09, MONT.BG GROSS/KLEIN, 316080.000, 94680.000, 61.50000000000000000000
2018-04-09, MONTAGE SCHUBST.-KK, 531900.000, 99900.000, 120.0000000000000000
2018-04-09, OELABSTR. LAEPPEN, 10341000.000, 226440.000, 2809.60000000000000000000
2018-04-09, RAD.-SCHLEIFMASCH., 5019000.000, 266688.000, 1320.08666666666666670000
2018-04-09, RADIALBOHRMASCHINEN, 504720.000, 223560.000, 77.90000000000000000000
2018-04-09, ROHRSCHLOSSER, 435960.000, 150840.000, 79.20000000000000000000
2018-04-09, ROHRSCHLOSSER PL1/3, 426300.000, 412200.000, 3.91666666666666660000
2018-04-09, RUNDSCHLEIFMASCH., 76500.000, 33300.000, 12.00000000000000000000
2018-04-09, SCHLEIF. HYPER KOMP, 625860.000, 202320.000, 117.65000000000000000000
2018-04-09, SCHLEIFEN, GRATEN, VERPUTZEN, 6036120.000, 380664.000, 1570.96000000000000000000
2018-04-09, SCHLOSSER VERP. GTF, 764460.000, 231660.000, 148.00000000000000000000
2018-04-09, SERVICE UND MONTAGE, 47880.000, 7560.000, 11.20000000000000000000
2018-04-09, SP.-DREHEN GROSS, 152100.000, 92700.000, 16.50000000000000000000
2018-04-09, SP.-DREHEN KLEIN, 243000.000, 101880.000, 39.20000000000000000000
2018-04-09, STELLZYLINDER MONT., 179640.000, 25920.000, 42.70000000000000000000
2018-04-09, ZELLE FRÄSEN/BOHREN, 41220.000, 25740.000, 4.10000000000000000000
2018-04-16, ABSÄGEN OPTIMO, 6851700.000, 253332.000, 1833.18833333333333343332
2018-04-16, ANREISSPLATZ M./M., 290160.000, 126720.000, 45.4000000000000000
2018-04-16, BAZ ECOFORCE, 1104300.000, 471600.000, 175.7500000000000000
2018-04-16, BAZ-MA-400HA, 338400.000, 61560.000, 76.9000000000000000
2018-04-16, BOHRWERK SCHARMANN, 129600.000, 49500.000, 22.25000000000000000000
2018-04-16, CNC-BAZ HEAVYSPEED, 342900.000, 297000.000, 12.7500000000000000
2018-04-16, CNC-VERT.-DREHEN DS, 648000.000, 394200.000, 70.5000000000000000
2018-04-16, DBAZ MCT 350-2000, 713580.000, 191700.000, 144.46666666666666670000
2018-04-16, DBAZ MCT 550-2000, 2655180.000, 427860.000, 618.7000000000000000
2018-04-16, DBAZ MCT 550-3000, 236700.000, 121860.000, 31.40000000000000000000
2018-04-16, DBAZ MCT 550-RS, 1031460.000, 349992.000, 189.54666666666666670000
2018-04-16, DBAZ MULTUS B200, 16777080.000, 343080.000, 4565.0000000000000000
2018-04-16, DBAZ MULTUS B400, 715680.000, 199800.000, 143.30000000000000000000
2018-04-16, DRUCKPR. KLEINTEILE, 7616880.000, 183960.000, 2065.6000000000000000
2018-04-16, DRUCKPRÜFUNG ROHRL., 115200.000, 40050.000, 20.80000000000000000000
2018-04-16, FABR. KONTROLLE, 2992860.000, 450684.000, 706.16000000000000003334
