to_char, description, time_measured, time_planned, delay
2018-04-16, FL.-/DRUCKFLIESSLÄP, 559860.000, 74484.000, 134.82666666666666660000
2018-04-16, KAMMERRINGE PL4 FIN, 42480.000, 23040.000, 5.40000000000000000000
2018-04-16, KEILN.-ZIEHMASCHINE, 7020.000, 5940.000, 0.30000000000000000000
2018-04-16, KK-KÖRPER/KK-SCHUH, 1037700.000, 87300.000, 264.0000000000000000
2018-04-16, KONTR. GROSSTEILE, 121500.000, 56700.000, 18.0000000000000000
2018-04-16, KONTR. HD-HYPER T., 190800.000, 97920.000, 25.80000000000000000000
2018-04-16, MALER KOMPR., 234180.000, 136980.000, 27.00000000000000000000
2018-04-16, MAT.-PRÜF.QUALITECH, 63480.000, 25704.000, 10.4933333333333333
2018-04-16, MESSMASCHINE GROSS, 97200.000, 43200.000, 15.0000000000000000
2018-04-16, MONT.BG GROSS/KLEIN, 368820.000, 228060.000, 39.10000000000000000000
2018-04-16, MONTAGE PL2/4, 286200.000, 154800.000, 37.0000000000000000
2018-04-16, MONTAGE SCHUBST.-KK, 29340.000, 10980.000, 5.1000000000000000
2018-04-16, OELABSTR. LAEPPEN, 13138200.000, 259920.000, 3577.30000000000000000000
2018-04-16, PRÜFEN HD-SCHMIERPUMPEN, 6626700.000, 182700.000, 1790.0000000000000000
2018-04-16, RAD.-SCHLEIFMASCH., 1436460.000, 301068.000, 315.38666666666666680000
2018-04-16, RADIALBOHRMASCHINEN, 125100.000, 51300.000, 20.50000000000000000000
2018-04-16, ROHRSCHLOSSER, 1586700.000, 603144.000, 273.16000000000000000000
2018-04-16, RUNDSCHLEIFMASCH., 205740.000, 98460.000, 29.80000000000000000000
2018-04-16, SCHLEIF. HYPER KOMP, 960300.000, 213480.000, 207.45000000000000000000
2018-04-16, SCHLEIFEN, GRATEN, VERPUTZEN, 4292280.000, 366480.000, 1090.50000000000000000000
2018-04-16, SCHLOSSER VERP. GTF, 365580.000, 172980.000, 53.5000000000000000
2018-04-16, SP.-DREHEN GROSS, 194400.000, 115200.000, 22.00000000000000000000
2018-04-16, SP.-DREHEN KLEIN, 882900.000, 131940.000, 208.60000000000000000000
2018-04-16, STELLZYLINDER MONT., 5940.000, 3420.000, 0.70000000000000000000
2018-04-16, ZELLE FRÄSEN/BOHREN, 13320.000, 4680.000, 2.40000000000000000000
2018-04-23, ABL.KONTR. MONTAGE, 12420.000, 3780.000, 2.40000000000000000000
2018-04-23, ABSÄGEN OPTIMO, 2916240.000, 199188.000, 755.07833333333333333332
2018-04-23, ANREISSPLATZ M./M., 599220.000, 244620.000, 98.5000000000000000
2018-04-23, AUTOFRETTAGE, 1763100.000, 84600.000, 466.2500000000000000
2018-04-23, BAZ-MA-400HA, 649800.000, 55800.000, 165.0000000000000000
2018-04-23, BOHRWERK SCHARMANN, 176760.000, 68040.000, 30.2000000000000000
2018-04-23, CNC-BAZ DS ALPHA, 286200.000, 196200.000, 25.0000000000000000
2018-04-23, CNC-VERT.-DREHEN DS, 496800.000, 307800.000, 52.5000000000000000
2018-04-23, DBAZ MCT 350-2000, 6966000.000, 530460.000, 1786.80000000000000000000
2018-04-23, DBAZ MCT 550-2000, 4555680.000, 605340.000, 1096.90000000000000000000
2018-04-23, DBAZ MCT 550-3000, 329940.000, 128700.000, 55.40000000000000000000
2018-04-23, DBAZ MCT 550-RS, 1822680.000, 415440.000, 390.4000000000000000
2018-04-23, DBAZ MULTUS B200, 15172140.000, 353484.000, 4115.79333333333333330000
2018-04-23, DBAZ MULTUS B400, 9874440.000, 425160.000, 2624.80000000000000000000
2018-04-23, DRUCKPR. KLEINTEILE, 5220.000, 4680.000, 0.60000000000000000000
2018-04-23, DRUCKPRÜFUNG, 722700.000, 505800.000, 61.0000000000000000
2018-04-23, DRUCKPRÜFUNG ROHRL., 48060.000, 23760.000, 6.70000000000000000000
2018-04-23, FABR. KONTROLLE, 3668724.000, 500436.000, 880.28000000000000000001
2018-04-23, FL.-/DRUCKFLIESSLÄP, 301440.000, 41976.000, 72.07333333333333333334
2018-04-23, HONMASCHINE, 134820.000, 40320.000, 27.0000000000000000
2018-04-23, KAMMERRINGE PL4 FIN, 34200.000, 24120.000, 2.80000000000000000000
2018-04-23, KK-KÖRPER/KK-SCHUH, 289260.000, 37260.000, 70.0000000000000000
2018-04-23, KONTR. GROSSTEILE, 150300.000, 89100.000, 17.0000000000000000
2018-04-23, KONTR. HD-HYPER T., 115920.000, 51840.000, 17.80000000000000000000
2018-04-23, MALER KLEIN, 1661760.000, 579960.000, 300.50000000000000000000
2018-04-23, MALER KOMPR., 248400.000, 71280.000, 49.2000000000000000
2018-04-23, MAT.-PRÜF.QUALITECH, 358320.000, 129564.000, 63.54333333333333336667
2018-04-23, MESSMASCHINE GROSS, 62460.000, 26460.000, 10.50000000000000000000
2018-04-23, MESSMASCHINE KLEIN, 3498660.000, 146340.000, 931.2000000000000000
2018-04-23, MONT.BG GROSS/KLEIN, 491760.000, 177840.000, 87.20000000000000000000
2018-04-23, MONTAGE SCHUBST.-KK, 786240.000, 141480.000, 179.1000000000000000
2018-04-23, OELABSTR. LAEPPEN, 7739100.000, 140220.000, 2110.8000000000000000
2018-04-23, RAD.-SCHLEIFMASCH., 2444400.000, 264276.000, 605.59000000000000010000
2018-04-23, RADIALBOHRMASCHINEN, 21600.000, 14400.000, 2.00000000000000000000
2018-04-23, ROHRSCHLOSSER, 1465860.000, 401940.000, 295.53333333333333330000
2018-04-23, RUNDSCHLEIFMASCH., 242100.000, 103500.000, 38.50000000000000000000
2018-04-23, SCHLEIF. HYPER KOMP, 962340.000, 246312.000, 198.89666666666666666667
2018-04-23, SCHLEIFEN, GRATEN, VERPUTZEN, 1674360.000, 291600.000, 384.10000000000000000000
2018-04-23, SCHLOSSER VERP. GTF, 588600.000, 266400.000, 89.50000000000000000000
2018-04-23, SP.-DREHEN KLEIN, 484440.000, 70740.000, 114.41666666666666670000
2018-04-23, STELLZYLINDER MONT., 21060.000, 5940.000, 4.2000000000000000
2018-04-23, WASCHANLAGE RECHTS, 27000.000, 12600.000, 4.00000000000000000000
2018-04-23, ZELLE FRÄSEN/BOHREN, 30600.000, 6120.000, 7.0000000000000000
2018-04-30, ABL.KONTR. MONTAGE, 5400.000, 3960.000, 0.40000000000000000000
2018-04-30, ABSÄGEN OPTIMO, 991560.000, 82224.000, 252.72666666666666670000
2018-04-30, ANREISSPLATZ M./M., 165600.000, 100800.000, 18.0000000000000000
2018-04-30, AUTOFRETTAGE, 91800.000, 37800.000, 15.0000000000000000
2018-04-30, BAZ ECOFORCE, 691200.000, 237600.000, 126.0000000000000000
2018-04-30, BAZ-MA-400HA, 315000.000, 64800.000, 69.5000000000000000
2018-04-30, DBAZ MCT 350-2000, 7824540.000, 368460.000, 2071.13333333333333340000
2018-04-30, DBAZ MCT 550-2000, 1623240.000, 251280.000, 380.76666666666666670000
2018-04-30, DBAZ MCT 550-3000, 293580.000, 121500.000, 47.80000000000000000000
2018-04-30, DBAZ MCT 550-RS, 764820.000, 279360.000, 135.1000000000000000
2018-04-30, DBAZ MULTUS B200, 14850180.000, 310500.000, 4038.3000000000000000
2018-04-30, DBAZ MULTUS B400, 1543020.000, 211140.000, 369.96666666666666670000
2018-04-30, DRUCKPR. KLEINTEILE, 504900.000, 34200.000, 131.0000000000000000
2018-04-30, DRUCKPRÜFUNG ROHRL., 52920.000, 21780.000, 8.60000000000000000000
2018-04-30, FABR. KONTROLLE, 2872044.000, 340992.000, 703.07000000000000003335
2018-04-30, FL.-/DRUCKFLIESSLÄP, 475080.000, 54144.000, 116.92666666666666670000
2018-04-30, HONMASCHINE, 50940.000, 32220.000, 5.2000000000000000
2018-04-30, KK-KÖRPER/KK-SCHUH, 519660.000, 44460.000, 132.0000000000000000
2018-04-30, KONTR. GROSSTEILE, 135000.000, 59400.000, 21.0000000000000000
2018-04-30, KONTR. HD-HYPER T., 174240.000, 69840.000, 29.00000000000000000000
2018-04-30, MALER KLEIN, 2196000.000, 388440.000, 502.10000000000000000000
2018-04-30, MAT.-PRÜF.QUALITECH, 833280.000, 126072.000, 196.4466666666666665
2018-04-30, MESSMASCHINE GROSS, 113220.000, 59220.000, 15.0000000000000000
2018-04-30, MESSMASCHINE KLEIN, 28800.000, 16200.000, 3.5000000000000000
2018-04-30, MONT.BG GROSS/KLEIN, 249480.000, 106920.000, 39.60000000000000000000
2018-04-30, MONTAGE, 519300.000, 22500.000, 138.0000000000000000
2018-04-30, MONTAGE SCHUBST.-KK, 8100.000, 4500.000, 1.00000000000000000000
2018-04-30, OELABSTR. LAEPPEN, 1452600.000, 47520.000, 390.3000000000000000
2018-04-30, OTW SANDSTRAHLEN, 2700720.000, 54720.000, 735.0000000000000000
2018-04-30, RAD.-SCHLEIFMASCH., 5246100.000, 300672.000, 1373.73000000000000000000
2018-04-30, RADIALBOHRMASCHINEN, 49680.000, 36720.000, 3.6000000000000000
2018-04-30, ROHRSCHLOSSER, 1020060.000, 301140.000, 199.70000000000000000000
2018-04-30, RUNDSCHLEIFMASCH., 285300.000, 101700.000, 51.0000000000000000
2018-04-30, SCHLEIF. HYPER KOMP, 406800.000, 102600.000, 84.50000000000000000000
2018-04-30, SCHLEIFEN, GRATEN, VERPUTZEN, 1959480.000, 383040.000, 437.90000000000000000000
2018-04-30, SCHLOSSER VERP. GTF, 357300.000, 182700.000, 48.50000000000000000000
2018-04-30, SP.-DREHEN KLEIN, 1962720.000, 163800.000, 499.70000000000000000000
2018-04-30, STELLZYLINDER MONT., 128340.000, 33300.000, 26.4000000000000000
2018-05-07, ABDECK. MONT/DEMONT, 89100.000, 24300.000, 18.00000000000000000000
2018-05-07, ABSÄGEN OPTIMO, 1326000.000, 49608.000, 354.68666666666666670000
2018-05-07, ANREISSPLATZ M./M., 359820.000, 114840.000, 68.05000000000000000000
2018-05-07, AUTOFRETTAGE, 332100.000, 62100.000, 75.0000000000000000
2018-05-07, BAZ-MA-400HA, 1476900.000, 137700.000, 372.0000000000000000
2018-05-07, BOHRWERK SCHARMANN, 52200.000, 49500.000, 0.75000000000000000000
2018-05-07, CNC-VERT.-DREHEN DS, 217800.000, 181800.000, 10.0000000000000000
2018-05-07, DBAZ MCT 350-2000, 516240.000, 137700.000, 105.15000000000000000000
2018-05-07, DBAZ MCT 550-2000, 2060280.000, 361800.000, 471.80000000000000000000
2018-05-07, DBAZ MCT 550-3000, 15840.000, 9720.000, 1.7000000000000000
2018-05-07, DBAZ MCT 550-RS, 572580.000, 207180.000, 101.5000000000000000
2018-05-07, DBAZ MULTUS B200, 15036300.000, 288900.000, 4096.5000000000000000
2018-05-07, DBAZ MULTUS B400, 6697980.000, 293220.000, 1778.60000000000000000000
2018-05-07, DRUCKPR. KLEINTEILE, 72000.000, 11520.000, 16.80000000000000000000
2018-05-07, DRUCKPRÜFUNG ROHRL., 81360.000, 30060.000, 14.20000000000000000000
2018-05-07, FABR. KONTROLLE, 4230780.000, 376560.000, 1070.61666666666666666667
2018-05-07, FL.-/DRUCKFLIESSLÄP, 433800.000, 82080.000, 97.70000000000000000000
2018-05-07, KAMMERRINGE PL4 FIN, 244440.000, 68040.000, 49.00000000000000000000
2018-05-07, KONTR. GROSSTEILE, 52200.000, 37800.000, 4.0000000000000000
2018-05-07, KONTR. HD-HYPER T., 257220.000, 113220.000, 40.00000000000000000000
2018-05-07, MALER KLEIN, 156780.000, 109260.000, 13.20000000000000000000
2018-05-07, MALER KOMPR., 1373400.000, 379800.000, 276.0000000000000000
2018-05-07, MAT.-PRÜF.QUALITECH, 602580.000, 206820.000, 109.93333333333333330000
2018-05-07, MESSMASCHINE GROSS, 315720.000, 103320.000, 59.0000000000000000
2018-05-07, MESSMASCHINE KLEIN, 158400.000, 36000.000, 34.0000000000000000
2018-05-07, MONT.BG GROSS/KLEIN, 218700.000, 101340.000, 32.60000000000000000000
2018-05-07, MONTAGE SCHUBST.-KK, 725940.000, 102780.000, 173.1000000000000000
2018-05-07, OELABSTR. LAEPPEN, 4302000.000, 89280.000, 1170.2000000000000000
2018-05-07, PRÜFEN HD-SCHMIERPUMPEN, 131400.000, 23400.000, 30.0000000000000000
2018-05-07, RAD.-SCHLEIFMASCH., 1354500.000, 147132.000, 335.38000000000000000000
2018-05-07, RADIALBOHRMASCHINEN, 12780.000, 8460.000, 1.20000000000000000000
2018-05-07, ROHRSCHLOSSER, 350460.000, 127980.000, 61.80000000000000000000
2018-05-07, RUNDSCHLEIFMASCH., 480600.000, 111780.000, 102.20000000000000000000
2018-05-07, SCHLEIF. HYPER KOMP, 112155.000, 58536.000, 15.14000000000000000000
2018-05-07, SCHLEIFEN, GRATEN, VERPUTZEN, 5798880.000, 259488.000, 1538.72000000000000000000
2018-05-07, SCHLOSSER VERP. GTF, 434880.000, 186480.000, 69.00000000000000000000
2018-05-07, STELLZYLINDER MONT., 90900.000, 19620.000, 19.8000000000000000
2018-05-07, WASCHANLAGE RECHTS, 9000.000, 5400.000, 1.00000000000000000000
2018-05-14, ABSÄGEN OPTIMO, 9305640.000, 344376.000, 2489.64000000000000000000
2018-05-14, ANREISSPLATZ M./M., 405900.000, 189900.000, 60.00000000000000000000
2018-05-14, AUTOFRETTAGE, 2784060.000, 108900.000, 743.10000000000000000000
2018-05-14, BAZ ECOFORCE, 1651500.000, 568800.000, 299.7500000000000000
2018-05-14, BAZ-MA-400HA, 309600.000, 63000.000, 68.50000000000000000000
2018-05-14, BOHRWERK SCHARMANN, 162360.000, 119520.000, 11.90000000000000000000
2018-05-14, CNC-BAZ DS ALPHA, 429120.000, 159120.000, 75.0000000000000000
2018-05-14, CNC-VERT.-DREHEN DS, 817200.000, 379800.000, 121.5000000000000000
2018-05-14, DBAZ MCT 350-2000, 2791980.000, 462132.000, 647.18000000000000000000
2018-05-14, DBAZ MCT 550-2000, 2161980.000, 444060.000, 477.70000000000000000000
2018-05-14, DBAZ MCT 550-3000, 857160.000, 122760.000, 204.00000000000000000000
2018-05-14, DBAZ MCT 550-RS, 1459440.000, 431820.000, 284.70000000000000000000
2018-05-14, DBAZ MULTUS B200, 15726600.000, 402840.000, 4256.10000000000000000000
2018-05-14, DBAZ MULTUS B400, 7032780.000, 372240.000, 1850.15000000000000000000
2018-05-14, DRUCKPR. KLEINTEILE, 1546200.000, 116640.000, 399.80000000000000000000
2018-05-14, DRUCKPROBE SERV, 16200.000, 9000.000, 2.0000000000000000
2018-05-14, DRUCKPRÜFUNG, 729000.000, 364500.000, 103.00000000000000000000
2018-05-14, DRUCKPRÜFUNG ROHRL., 58320.000, 20790.000, 10.40000000000000000000
2018-05-14, FABR. KONTROLLE, 3827640.000, 484380.000, 928.68333333333333333335
2018-05-14, FL.-/DRUCKFLIESSLÄP, 1544220.000, 115884.000, 396.76000000000000000000
2018-05-14, HONMASCHINE, 113400.000, 46440.000, 18.6000000000000000
2018-05-14, KAMMERRINGE PL4 FIN, 63780.000, 33948.000, 8.28666666666666666667
2018-05-14, KEILN.-ZIEHMASCHINE, 3240.000, 2520.000, 0.20000000000000000000
2018-05-14, KONTR. GROSSTEILE, 99720.000, 70920.000, 8.00000000000000000000
2018-05-14, KONTR. HD-HYPER T., 266760.000, 121320.000, 40.40000000000000000000
2018-05-14, MALER KLEIN, 673920.000, 302400.000, 103.20000000000000000000
2018-05-14, MALER KOMPR., 646560.000, 206640.000, 122.2000000000000000
2018-05-14, MAT.-PRÜF.QUALITECH, 159900.000, 55872.000, 30.34666666666666666667
2018-05-14, MESSMASCHINE GROSS, 93600.000, 39600.000, 15.0000000000000000
2018-05-14, MONT.BG GROSS/KLEIN, 1832040.000, 398880.000, 398.10000000000000000000
2018-05-14, MONTAGE SCHUBST.-KK, 717840.000, 117360.000, 166.8000000000000000
2018-05-14, NC-PROGR. DUS 560, 39960.000, 14040.000, 7.2000000000000000
2018-05-14, OELABSTR. LAEPPEN, 21153600.000, 390600.000, 5767.50000000000000000000
2018-05-14, OPF MONTAGE, 66960.000, 19440.000, 13.2000000000000000
2018-05-14, RAD.-SCHLEIFMASCH., 1645260.000, 233676.000, 392.10666666666666680000
2018-05-14, RADIALBOHRMASCHINEN, 154440.000, 44640.000, 30.50000000000000000000
2018-05-14, ROHRSCHLOSSER, 287640.000, 153720.000, 37.20000000000000000000
2018-05-14, SCHLEIF. HYPER KOMP, 226800.000, 97200.000, 36.00000000000000000000
2018-05-14, SCHLEIFEN, GRATEN, VERPUTZEN, 1446480.000, 184896.000, 350.44000000000000000000
2018-05-14, SCHLOSSER VERP. GTF, 519360.000, 245700.000, 76.01666666666666670000
2018-05-14, SERVICE UND MONTAGE, 144900.000, 8100.000, 38.0000000000000000
2018-05-14, SP.-DREHEN GROSS, 129600.000, 54000.000, 21.00000000000000000000
2018-05-14, SP.-DREHEN KLEIN, 207180.000, 68220.000, 39.1000000000000000
2018-05-14, WASCHANLAGE RECHTS, 18000.000, 7200.000, 3.0000000000000000
2018-05-14, ZELLE FRÄSEN/BOHREN, 1814760.000, 47160.000, 491.00000000000000000000
2018-05-21, ABSÄGEN OPTIMO, 6979800.000, 327755.000, 1848.33194444444444461165
2018-05-21, ANREISSPLATZ M./M., 123540.000, 66708.000, 15.7866666666666667
2018-05-21, AUTOFRETTAGE, 836100.000, 42300.000, 220.5000000000000000
2018-05-21, BAZ-MA-400HA, 3170160.000, 154800.000, 837.60000000000000000000
2018-05-21, CNC-VERT.-DREHEN DS, 154800.000, 102600.000, 14.5000000000000000
2018-05-21, DBAZ MCT 350-2000, 3945960.000, 437940.000, 974.45000000000000000000
2018-05-21, DBAZ MCT 550-2000, 1225080.000, 338400.000, 246.3000000000000000
2018-05-21, DBAZ MCT 550-3000, 375840.000, 172800.000, 56.40000000000000000000
2018-05-21, DBAZ MCT 550-RS, 885120.000, 223272.000, 184.3466666666666667
2018-05-21, DBAZ MULTUS B200, 6426180.000, 235044.000, 1719.76000000000000000000
2018-05-21, DBAZ MULTUS B400, 5943420.000, 292860.000, 1569.60000000000000000000
2018-05-21, DRUCKPR. KLEINTEILE, 99180.000, 23580.000, 21.00000000000000000000
2018-05-21, FABR. KONTROLLE, 6576180.000, 375876.000, 1722.30666666666666666669
2018-05-21, FL.-/DRUCKFLIESSLÄP, 151200.000, 55440.000, 26.60000000000000000000
2018-05-21, HONMASCHINE, 120060.000, 44460.000, 21.0000000000000000
2018-05-21, KAMMERRINGE PL4 FIN, 40140.000, 19260.000, 5.80000000000000000000
2018-05-21, KEILN.-ZIEHMASCHINE, 38340.000, 11340.000, 7.50000000000000000000
2018-05-21, KK-KÖRPER/KK-SCHUH, 11700.000, 6300.000, 1.5000000000000000
2018-05-21, KONTR. GROSSTEILE, 172080.000, 76680.000, 26.50000000000000000000
2018-05-21, KONTR. HD-HYPER T., 151020.000, 64620.000, 24.00000000000000000000
2018-05-21, MALER KOMPR., 361800.000, 360000.000, 0.5000000000000000
2018-05-21, MAT.-PRÜF.QUALITECH, 217800.000, 71136.000, 40.7400000000000000
2018-05-21, MESSMASCHINE GROSS, 168480.000, 90720.000, 21.60000000000000000000
2018-05-21, MESSMASCHINE KLEIN, 724680.000, 140400.000, 162.30000000000000000000
2018-05-21, MONT.BG GROSS/KLEIN, 96480.000, 60480.000, 10.00000000000000000000
2018-05-21, MONTAGE, 33300.000, 6300.000, 7.5000000000000000
2018-05-21, MONTAGE SCHUBST.-KK, 787140.000, 119700.000, 185.4000000000000000
2018-05-21, OELABSTR. LAEPPEN, 16715700.000, 297180.000, 4560.70000000000000000000
2018-05-21, OPF MONTAGE, 75600.000, 39600.000, 10.0000000000000000
2018-05-21, OPF ROHRSCHLOSSER, 32400.000, 18000.000, 4.0000000000000000
2018-05-21, PLUNGER ENDKONTR., 59400.000, 16200.000, 12.0000000000000000
2018-05-21, RAD.-SCHLEIFMASCH., 1175340.000, 104940.000, 297.33333333333333333333
2018-05-21, RUNDSCHLEIFMASCH., 305460.000, 85860.000, 61.0000000000000000
2018-05-21, SCHLEIF. HYPER KOMP, 157260.000, 74916.000, 22.87333333333333333334
2018-05-21, SCHLEIFEN, GRATEN, VERPUTZEN, 2895840.000, 398520.000, 693.70000000000000000000
2018-05-21, SCHLOSSER VERP. GTF, 434160.000, 210960.000, 62.00000000000000000000
2018-05-21, SP.-DREHEN KLEIN, 250020.000, 127980.000, 33.90000000000000000000
2018-05-21, WASCHANLAGE RECHTS, 12600.000, 9000.000, 1.00000000000000000000
2018-05-21, ZELLE FRÄSEN/BOHREN, 9360.000, 7560.000, 0.50000000000000000000
2018-05-28, ABDECK. MONT/DEMONT, 52740.000, 13860.000, 10.8000000000000000
2018-05-28, ABSÄGEN OPTIMO, 8790780.000, 334656.000, 2349.44000000000000023331
2018-05-28, ANREISSPLATZ M./M., 766200.000, 228312.000, 149.41333333333333340000
2018-05-28, AUTOFRETTAGE, 3826800.000, 131400.000, 1026.5000000000000000
2018-05-28, BAZ ECOFORCE, 693900.000, 237600.000, 126.2500000000000000
2018-05-28, BAZ-MA-400HA, 4862700.000, 247500.000, 1282.00000000000000000000
2018-05-28, CNC-VERT.-DREHEN DS, 327600.000, 219600.000, 30.0000000000000000
2018-05-28, DBAZ MCT 350-2000, 5433660.000, 369036.000, 1406.84000000000000000000
2018-05-28, DBAZ MCT 550-2000, 1806120.000, 470160.000, 371.1000000000000000
2018-05-28, DBAZ MCT 550-3000, 943020.000, 268020.000, 187.0000000000000000
2018-05-28, DBAZ MCT 550-RS, 2130480.000, 418680.000, 474.5000000000000000
2018-05-28, DBAZ MULTUS B200, 16083420.000, 352548.000, 4369.6866666666666667
2018-05-28, DBAZ MULTUS B400, 3341340.000, 247176.000, 859.4900000000000000
2018-05-28, DRUCKPR. KLEINTEILE, 3351240.000, 194040.000, 877.00000000000000000000
2018-05-28, DRUCKPROBE SERV, 64800.000, 21600.000, 12.00000000000000000000
2018-05-28, DRUCKPRÜFUNG ROHRL., 222000.000, 74070.000, 41.00000000000000000000
2018-05-28, FABR. KONTROLLE, 3085704.000, 462492.000, 728.67000000000000000000
2018-05-28, FL.-/DRUCKFLIESSLÄP, 358140.000, 116712.000, 67.06333333333333336667
2018-05-28, HONMASCHINE, 66960.000, 23760.000, 12.0000000000000000
2018-05-28, KAMMERRINGE PL4 FIN, 37260.000, 21060.000, 4.50000000000000000000
2018-05-28, KEILN.-ZIEHMASCHINE, 120600.000, 19800.000, 28.0000000000000000
2018-05-28, KK-KÖRPER/KK-SCHUH, 382320.000, 58320.000, 90.00000000000000000000
2018-05-28, KONTR. GROSSTEILE, 157680.000, 98640.000, 16.40000000000000000000
2018-05-28, KONTR. HD-HYPER T., 342180.000, 84420.000, 71.60000000000000000000
2018-05-28, MALER KLEIN, 393120.000, 189000.000, 56.70000000000000000000
2018-05-28, MAT.-PRÜF.QUALITECH, 426000.000, 94680.000, 92.0300000000000000
2018-05-28, MESSMASCHINE GROSS, 51300.000, 34200.000, 4.7500000000000000
2018-05-28, MESSMASCHINE KLEIN, 453600.000, 120960.000, 92.40000000000000000000
2018-05-28, MONT.BG GROSS/KLEIN, 512280.000, 317160.000, 54.20000000000000000000
2018-05-28, MONTAGE SCHUBST.-KK, 558900.000, 89100.000, 130.5000000000000000
2018-05-28, OELABSTR. LAEPPEN, 10368420.000, 236772.000, 2814.34666666666666670000
2018-05-28, OPF MONTAGE, 313200.000, 162000.000, 42.0000000000000000
2018-05-28, PRÜFEN HD-SCHMIERPUMPEN, 2568420.000, 97380.000, 686.4000000000000000
2018-05-28, R-SCHL.LTG ANPASSEN, 260100.000, 216900.000, 12.0000000000000000
2018-05-28, RAD.-SCHLEIFMASCH., 3583560.000, 329616.000, 903.87333333333333336667
2018-05-28, RADIALBOHRMASCHINEN, 375300.000, 85500.000, 80.50000000000000000000
2018-05-28, ROHRSCHLOSSER, 1368180.000, 674100.000, 193.30000000000000000000
2018-05-28, RUNDSCHLEIFMASCH., 185040.000, 106920.000, 21.70000000000000000000
2018-05-28, SCHLEIF. HYPER KOMP, 419220.000, 105660.000, 87.10000000000000000000
2018-05-28, SCHLEIFEN, GRATEN, VERPUTZEN, 1144800.000, 184248.000, 266.82000000000000000000
2018-05-28, SCHLOSSER VERP. GTF, 1246500.000, 447300.000, 222.00000000000000000000
2018-05-28, SP.-DREHEN KLEIN, 252540.000, 153540.000, 27.50000000000000000000
2018-05-28, STELLZYLINDER MONT., 304380.000, 54900.000, 69.3000000000000000
2018-05-28, WASCHANLAGE RECHTS, 14040.000, 10440.000, 1.00000000000000000000
2018-05-28, ZELLE FRÄSEN/BOHREN, 21420.000, 16020.000, 1.50000000000000000000
2018-06-04, ABDECK. MONT/DEMONT, 65160.000, 11880.000, 14.8000000000000000
2018-06-04, ABSÄGEN OPTIMO, 12850860.000, 395010.000, 3460.30000000000000006666
2018-06-04, ANREISSPLATZ M./M., 245700.000, 126900.000, 33.00000000000000000000
2018-06-04, AUTOFRETTAGE, 1807200.000, 54000.000, 487.0000000000000000
2018-06-04, BAZ ECOFORCE, 1261800.000, 486000.000, 215.0000000000000000
2018-06-04, BAZ-MA-400HA, 60480.000, 38376.000, 6.14000000000000000000
2018-06-04, CNC-BAZ DS ALPHA, 126000.000, 122400.000, 1.0000000000000000
2018-06-04, CNC-BAZ HEAVYSPEED, 1275300.000, 343800.000, 258.7500000000000000
2018-06-04, CNC-VERT.-DREHEN DS, 269100.000, 194400.000, 20.7500000000000000
2018-06-04, DBAZ MCT 350-2000, 2140080.000, 379080.000, 489.16666666666666670000
2018-06-04, DBAZ MCT 550-2000, 3046860.000, 531180.000, 699.30000000000000000000
2018-06-04, DBAZ MCT 550-3000, 1420740.000, 269460.000, 319.80000000000000000000
2018-06-04, DBAZ MCT 550-RS, 1566720.000, 346860.000, 338.85000000000000000000
2018-06-04, DBAZ MULTUS B200, 14132340.000, 314100.000, 3838.40000000000000000000
2018-06-04, DBAZ MULTUS B400, 1282320.000, 204480.000, 299.40000000000000000000
2018-06-04, DRUCKPR. KLEINTEILE, 927720.000, 118080.000, 224.90000000000000000000
2018-06-04, DRUCKPROBE SERV, 48600.000, 34200.000, 4.00000000000000000000
2018-06-04, DRUCKPRÜFUNG ROHRL., 148020.000, 66150.000, 22.60000000000000000000
2018-06-04, FABR. KONTROLLE, 4216500.000, 634356.000, 995.04000000000000000006
2018-06-04, FL.-/DRUCKFLIESSLÄP, 713460.000, 49356.000, 184.47333333333333340000
2018-06-04, HONMASCHINE, 172800.000, 52560.000, 33.4000000000000000
2018-06-04, KAMMERRINGE PL4 FIN, 73980.000, 39060.000, 9.70000000000000000000
2018-06-04, KK-KÖRPER/KK-SCHUH, 646200.000, 86400.000, 155.5000000000000000
2018-06-04, KONTR. GROSSTEILE, 153720.000, 92520.000, 17.00000000000000000000
2018-06-04, KONTR. HD-HYPER T., 268920.000, 117720.000, 42.00000000000000000000
2018-06-04, LÄPPEN, 46800.000, 10800.000, 10.00000000000000000000
2018-06-04, MALER KLEIN, 478260.000, 117540.000, 100.20000000000000000000
2018-06-04, MALER KOMPR., 375300.000, 174060.000, 55.90000000000000000000
2018-06-04, MAT.-PRÜF.QUALITECH, 1248840.000, 130104.000, 310.7600000000000000
2018-06-04, MESSMASCHINE GROSS, 69660.000, 35100.000, 9.60000000000000000000
2018-06-04, MESSMASCHINE KLEIN, 156600.000, 52200.000, 29.00000000000000000000
2018-06-04, MONT.BG GROSS/KLEIN, 1057500.000, 339660.000, 199.40000000000000000000
2018-06-04, MONTAGE SCHUBST.-KK, 732600.000, 116100.000, 171.2500000000000000
2018-06-04, OELABSTR. LAEPPEN, 12459660.000, 259092.000, 3389.0466666666666667
2018-06-04, PRÜFEN HD-SCHMIERPUMPEN, 4206600.000, 185400.000, 1117.0000000000000000
2018-06-04, RAD.-SCHLEIFMASCH., 4270740.000, 351144.000, 1088.77666666666666670000
